invoice_id,ci_id,vendor,service_area,period,contracted_rate,billed_amount,ci_status,variance,finding
INV000864,CI-0071,BlueRidge Comms,Wireless/Mobile,2025-12-01,644.58,644.58,Active,0.0,OK
INV000865,CI-0072,Cascade Mobile,Voice/UCaaS,2025-01-01,1246.91,1246.91,Active,0.0,OK
INV000866,CI-0072,Cascade Mobile,Voice/UCaaS,2025-02-01,1246.91,1246.91,Active,0.0,OK
INV000867,CI-0072,Cascade Mobile,Voice/UCaaS,2025-03-01,1246.91,1246.91,Active,0.0,OK
INV000868,CI-0072,Cascade Mobile,Voice/UCaaS,2025-04-01,1246.91,1246.91,Active,0.0,OK
INV000869,CI-0072,Cascade Mobile,Voice/UCaaS,2025-05-01,1246.91,1246.91,Active,0.0,OK
INV000870,CI-0072,Cascade Mobile,Voice/UCaaS,2025-06-01,1246.91,1246.91,Active,0.0,OK
INV000871,CI-0072,Cascade Mobile,Voice/UCaaS,2025-07-01,1246.91,1246.91,Active,0.0,OK
INV000872,CI-0072,Cascade Mobile,Voice/UCaaS,2025-08-01,1246.91,1834.57,Active,587.6599999999999,Rate overcharge
INV000873,CI-0072,Cascade Mobile,Voice/UCaaS,2025-09-01,1246.91,1246.91,Active,0.0,OK
INV000874,CI-0072,Cascade Mobile,Voice/UCaaS,2025-10-01,1246.91,1246.91,Active,0.0,OK
INV000875,CI-0072,Cascade Mobile,Voice/UCaaS,2025-11-01,1246.91,1246.91,Active,0.0,OK
INV000876,CI-0072,Cascade Mobile,Voice/UCaaS,2025-12-01,1246.91,1246.91,Active,0.0,OK
INV000877,CI-0073,Cascade Mobile,WAN/Circuits,2025-01-01,867.6,867.6,Active,0.0,OK
INV000878,CI-0073,Cascade Mobile,WAN/Circuits,2025-02-01,867.6,1735.2,Active,867.6,Duplicate charge
INV000879,CI-0073,Cascade Mobile,WAN/Circuits,2025-03-01,867.6,867.6,Active,0.0,OK
INV000880,CI-0073,Cascade Mobile,WAN/Circuits,2025-04-01,867.6,867.6,Active,0.0,OK
INV000881,CI-0073,Cascade Mobile,WAN/Circuits,2025-05-01,867.6,867.6,Active,0.0,OK
INV000882,CI-0073,Cascade Mobile,WAN/Circuits,2025-06-01,867.6,867.6,Active,0.0,OK
INV000883,CI-0073,Cascade Mobile,WAN/Circuits,2025-07-01,867.6,867.6,Active,0.0,OK
INV000884,CI-0073,Cascade Mobile,WAN/Circuits,2025-08-01,867.6,867.6,Active,0.0,OK
INV000885,CI-0073,Cascade Mobile,WAN/Circuits,2025-09-01,867.6,867.6,Active,0.0,OK
INV000886,CI-0073,Cascade Mobile,WAN/Circuits,2025-10-01,867.6,867.6,Active,0.0,OK
INV000887,CI-0073,Cascade Mobile,WAN/Circuits,2025-11-01,867.6,867.6,Active,0.0,OK
INV000888,CI-0073,Cascade Mobile,WAN/Circuits,2025-12-01,867.6,867.6,Active,0.0,OK
INV000889,CI-0074,Atlas Fiber,Data Center Net,2025-01-01,1083.17,1083.17,Active,0.0,OK
INV000890,CI-0074,Atlas Fiber,Data Center Net,2025-02-01,1083.17,1083.17,Active,0.0,OK
INV000891,CI-0074,Atlas Fiber,Data Center Net,2025-03-01,1083.17,1083.17,Active,0.0,OK
INV000892,CI-0074,Atlas Fiber,Data Center Net,2025-04-01,1083.17,1083.17,Active,0.0,OK
INV000893,CI-0074,Atlas Fiber,Data Center Net,2025-05-01,1083.17,1083.17,Active,0.0,OK
INV000894,CI-0074,Atlas Fiber,Data Center Net,2025-06-01,1083.17,1083.17,Active,0.0,OK
INV000895,CI-0074,Atlas Fiber,Data Center Net,2025-07-01,1083.17,1083.17,Active,0.0,OK
INV000896,CI-0074,Atlas Fiber,Data Center Net,2025-08-01,1083.17,1083.17,Active,0.0,OK
INV000897,CI-0074,Atlas Fiber,Data Center Net,2025-09-01,1083.17,1083.17,Active,0.0,OK
INV000898,CI-0074,Atlas Fiber,Data Center Net,2025-10-01,1083.17,1083.17,Active,0.0,OK
INV000899,CI-0074,Atlas Fiber,Data Center Net,2025-11-01,1083.17,1083.17,Active,0.0,OK
INV000900,CI-0074,Atlas Fiber,Data Center Net,2025-12-01,1083.17,1083.17,Active,0.0,OK
INV000901,CI-0075,Cascade Mobile,Voice/UCaaS,2025-01-01,1189.17,1189.17,Active,0.0,OK
INV000902,CI-0075,Cascade Mobile,Voice/UCaaS,2025-02-01,1189.17,1189.17,Active,0.0,OK
INV000903,CI-0075,Cascade Mobile,Voice/UCaaS,2025-03-01,1189.17,1189.17,Active,0.0,OK
INV000904,CI-0075,Cascade Mobile,Voice/UCaaS,2025-04-01,1189.17,1189.17,Active,0.0,OK
INV000905,CI-0075,Cascade Mobile,Voice/UCaaS,2025-05-01,1189.17,1189.17,Active,0.0,OK
INV000906,CI-0075,Cascade Mobile,Voice/UCaaS,2025-06-01,1189.17,1189.17,Active,0.0,OK
INV000907,CI-0075,Cascade Mobile,Voice/UCaaS,2025-07-01,1189.17,1189.17,Active,0.0,OK
INV000908,CI-0075,Cascade Mobile,Voice/UCaaS,2025-08-01,1189.17,1711.88,Active,522.71,Rate overcharge
INV000909,CI-0075,Cascade Mobile,Voice/UCaaS,2025-09-01,1189.17,1189.17,Active,0.0,OK
INV000910,CI-0075,Cascade Mobile,Voice/UCaaS,2025-10-01,1189.17,1189.17,Active,0.0,OK
INV000911,CI-0075,Cascade Mobile,Voice/UCaaS,2025-11-01,1189.17,1189.17,Active,0.0,OK
INV000912,CI-0075,Cascade Mobile,Voice/UCaaS,2025-12-01,1189.17,1189.17,Active,0.0,OK
INV000913,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-01-01,878.62,878.62,Active,0.0,OK
INV000914,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-02-01,878.62,878.62,Active,0.0,OK
INV000915,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-03-01,878.62,878.62,Active,0.0,OK
INV000916,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-04-01,878.62,878.62,Active,0.0,OK
INV000917,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-05-01,878.62,878.62,Active,0.0,OK
INV000918,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-06-01,878.62,878.62,Active,0.0,OK
INV000919,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-07-01,878.62,878.62,Active,0.0,OK
INV000920,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-08-01,878.62,878.62,Active,0.0,OK
INV000921,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-09-01,878.62,878.62,Active,0.0,OK
INV000922,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-10-01,878.62,878.62,Active,0.0,OK
INV000923,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-11-01,878.62,878.62,Active,0.0,OK
INV000924,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-12-01,878.62,878.62,Active,0.0,OK
INV000925,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-01-01,831.05,831.05,Active,0.0,OK
INV000926,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-02-01,831.05,831.05,Active,0.0,OK
INV000927,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-03-01,831.05,831.05,Active,0.0,OK
INV000928,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-04-01,831.05,831.05,Active,0.0,OK
INV000929,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-05-01,831.05,831.05,Active,0.0,OK
INV000930,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-06-01,831.05,831.05,Active,0.0,OK
INV000931,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-07-01,831.05,831.05,Active,0.0,OK
INV000932,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-08-01,831.05,831.05,Active,0.0,OK
INV000933,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-09-01,831.05,831.05,Active,0.0,OK
INV000934,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-10-01,831.05,831.05,Active,0.0,OK
INV000935,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-11-01,831.05,831.05,Active,0.0,OK
INV000936,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-12-01,831.05,831.05,Active,0.0,OK
INV000961,CI-0080,NorthStar Telecom,Contact Center,2025-01-01,887.76,887.76,Active,0.0,OK
INV000962,CI-0080,NorthStar Telecom,Contact Center,2025-02-01,887.76,887.76,Active,0.0,OK
INV000963,CI-0080,NorthStar Telecom,Contact Center,2025-03-01,887.76,887.76,Active,0.0,OK
INV000964,CI-0080,NorthStar Telecom,Contact Center,2025-04-01,887.76,887.76,Active,0.0,OK
INV000965,CI-0080,NorthStar Telecom,Contact Center,2025-05-01,887.76,887.76,Active,0.0,OK
INV000966,CI-0080,NorthStar Telecom,Contact Center,2025-06-01,887.76,887.76,Active,0.0,OK
INV000967,CI-0080,NorthStar Telecom,Contact Center,2025-07-01,887.76,887.76,Active,0.0,OK
INV000968,CI-0080,NorthStar Telecom,Contact Center,2025-08-01,887.76,887.76,Active,0.0,OK
INV000969,CI-0080,NorthStar Telecom,Contact Center,2025-09-01,887.76,887.76,Active,0.0,OK
INV000970,CI-0080,NorthStar Telecom,Contact Center,2025-10-01,887.76,887.76,Active,0.0,OK
INV000971,CI-0080,NorthStar Telecom,Contact Center,2025-11-01,887.76,887.76,Active,0.0,OK
INV000972,CI-0080,NorthStar Telecom,Contact Center,2025-12-01,887.76,887.76,Active,0.0,OK
INV000973,CI-0081,Atlas Fiber,Voice/UCaaS,2025-01-01,1009.12,1009.12,Active,0.0,OK
INV000974,CI-0081,Atlas Fiber,Voice/UCaaS,2025-02-01,1009.12,1009.12,Active,0.0,OK
INV000975,CI-0081,Atlas Fiber,Voice/UCaaS,2025-03-01,1009.12,1009.12,Active,0.0,OK
INV000976,CI-0081,Atlas Fiber,Voice/UCaaS,2025-04-01,1009.12,1009.12,Active,0.0,OK
INV000977,CI-0081,Atlas Fiber,Voice/UCaaS,2025-05-01,1009.12,1009.12,Active,0.0,OK
INV000978,CI-0081,Atlas Fiber,Voice/UCaaS,2025-06-01,1009.12,1009.12,Active,0.0,OK
INV000979,CI-0081,Atlas Fiber,Voice/UCaaS,2025-07-01,1009.12,1009.12,Active,0.0,OK
INV000980,CI-0081,Atlas Fiber,Voice/UCaaS,2025-08-01,1009.12,1009.12,Active,0.0,OK
INV000981,CI-0081,Atlas Fiber,Voice/UCaaS,2025-09-01,1009.12,1009.12,Active,0.0,OK
INV000982,CI-0081,Atlas Fiber,Voice/UCaaS,2025-10-01,1009.12,1009.12,Active,0.0,OK
INV000983,CI-0081,Atlas Fiber,Voice/UCaaS,2025-11-01,1009.12,1009.12,Active,0.0,OK
INV000984,CI-0081,Atlas Fiber,Voice/UCaaS,2025-12-01,1009.12,1009.12,Active,0.0,OK
INV000985,CI-0082,Atlas Fiber,WAN/Circuits,2025-01-01,1219.29,1219.29,Active,0.0,OK
INV000986,CI-0082,Atlas Fiber,WAN/Circuits,2025-02-01,1219.29,1219.29,Active,0.0,OK
INV000987,CI-0082,Atlas Fiber,WAN/Circuits,2025-03-01,1219.29,1219.29,Active,0.0,OK
INV000988,CI-0082,Atlas Fiber,WAN/Circuits,2025-04-01,1219.29,1219.29,Active,0.0,OK
INV000989,CI-0082,Atlas Fiber,WAN/Circuits,2025-05-01,1219.29,1219.29,Active,0.0,OK
INV000990,CI-0082,Atlas Fiber,WAN/Circuits,2025-06-01,1219.29,1219.29,Active,0.0,OK
INV000991,CI-0082,Atlas Fiber,WAN/Circuits,2025-07-01,1219.29,1219.29,Active,0.0,OK
INV000992,CI-0082,Atlas Fiber,WAN/Circuits,2025-08-01,1219.29,1219.29,Active,0.0,OK
INV000993,CI-0082,Atlas Fiber,WAN/Circuits,2025-09-01,1219.29,1219.29,Active,0.0,OK
INV000994,CI-0082,Atlas Fiber,WAN/Circuits,2025-10-01,1219.29,1219.29,Active,0.0,OK
INV000995,CI-0082,Atlas Fiber,WAN/Circuits,2025-11-01,1219.29,1219.29,Active,0.0,OK
INV000996,CI-0082,Atlas Fiber,WAN/Circuits,2025-12-01,1219.29,1219.29,Active,0.0,OK
INV000997,CI-0083,NorthStar Telecom,Data Center Net,2025-01-01,924.61,924.61,Active,0.0,OK
INV000998,CI-0083,NorthStar Telecom,Data Center Net,2025-02-01,924.61,924.61,Active,0.0,OK
INV000999,CI-0083,NorthStar Telecom,Data Center Net,2025-03-01,924.61,924.61,Active,0.0,OK
INV001000,CI-0083,NorthStar Telecom,Data Center Net,2025-04-01,924.61,924.61,Active,0.0,OK
INV001001,CI-0083,NorthStar Telecom,Data Center Net,2025-05-01,924.61,924.61,Active,0.0,OK
INV001002,CI-0083,NorthStar Telecom,Data Center Net,2025-06-01,924.61,924.61,Active,0.0,OK
INV001003,CI-0083,NorthStar Telecom,Data Center Net,2025-07-01,924.61,924.61,Active,0.0,OK
INV001004,CI-0083,NorthStar Telecom,Data Center Net,2025-08-01,924.61,924.61,Active,0.0,OK
INV001005,CI-0083,NorthStar Telecom,Data Center Net,2025-09-01,924.61,924.61,Active,0.0,OK
INV001006,CI-0083,NorthStar Telecom,Data Center Net,2025-10-01,924.61,924.61,Active,0.0,OK
INV001007,CI-0083,NorthStar Telecom,Data Center Net,2025-11-01,924.61,924.61,Active,0.0,OK
INV001008,CI-0083,NorthStar Telecom,Data Center Net,2025-12-01,924.61,924.61,Active,0.0,OK
INV001009,CI-0084,Cascade Mobile,Cloud Connectivity,2025-01-01,753.95,753.95,Active,0.0,OK
INV001010,CI-0084,Cascade Mobile,Cloud Connectivity,2025-02-01,753.95,753.95,Active,0.0,OK
INV001011,CI-0084,Cascade Mobile,Cloud Connectivity,2025-03-01,753.95,753.95,Active,0.0,OK
INV001012,CI-0084,Cascade Mobile,Cloud Connectivity,2025-04-01,753.95,753.95,Active,0.0,OK
INV001013,CI-0084,Cascade Mobile,Cloud Connectivity,2025-05-01,753.95,753.95,Active,0.0,OK
INV001014,CI-0084,Cascade Mobile,Cloud Connectivity,2025-06-01,753.95,753.95,Active,0.0,OK
INV001015,CI-0084,Cascade Mobile,Cloud Connectivity,2025-07-01,753.95,753.95,Active,0.0,OK
INV001016,CI-0084,Cascade Mobile,Cloud Connectivity,2025-08-01,753.95,753.95,Active,0.0,OK
INV001017,CI-0084,Cascade Mobile,Cloud Connectivity,2025-09-01,753.95,753.95,Active,0.0,OK
INV001018,CI-0084,Cascade Mobile,Cloud Connectivity,2025-10-01,753.95,753.95,Active,0.0,OK
INV001019,CI-0084,Cascade Mobile,Cloud Connectivity,2025-11-01,753.95,753.95,Active,0.0,OK
INV001020,CI-0084,Cascade Mobile,Cloud Connectivity,2025-12-01,753.95,753.95,Active,0.0,OK
INV001033,CI-0086,Cascade Mobile,WAN/Circuits,2025-01-01,878.29,878.29,Active,0.0,OK
INV001034,CI-0086,Cascade Mobile,WAN/Circuits,2025-02-01,878.29,878.29,Active,0.0,OK
INV001035,CI-0086,Cascade Mobile,WAN/Circuits,2025-03-01,878.29,1756.58,Active,878.29,Duplicate charge
INV001036,CI-0086,Cascade Mobile,WAN/Circuits,2025-04-01,878.29,878.29,Active,0.0,OK
INV001037,CI-0086,Cascade Mobile,WAN/Circuits,2025-05-01,878.29,878.29,Active,0.0,OK
INV001038,CI-0086,Cascade Mobile,WAN/Circuits,2025-06-01,878.29,878.29,Active,0.0,OK
INV001039,CI-0086,Cascade Mobile,WAN/Circuits,2025-07-01,878.29,878.29,Active,0.0,OK
INV001040,CI-0086,Cascade Mobile,WAN/Circuits,2025-08-01,878.29,878.29,Active,0.0,OK
INV001041,CI-0086,Cascade Mobile,WAN/Circuits,2025-09-01,878.29,878.29,Active,0.0,OK
INV001042,CI-0086,Cascade Mobile,WAN/Circuits,2025-10-01,878.29,878.29,Active,0.0,OK
INV001043,CI-0086,Cascade Mobile,WAN/Circuits,2025-11-01,878.29,878.29,Active,0.0,OK
INV001044,CI-0086,Cascade Mobile,WAN/Circuits,2025-12-01,878.29,878.29,Active,0.0,OK
INV001045,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-01-01,712.6,712.6,Active,0.0,OK
INV001046,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-02-01,712.6,712.6,Active,0.0,OK
INV001047,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-03-01,712.6,712.6,Active,0.0,OK
INV001048,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-04-01,712.6,712.6,Active,0.0,OK
INV001049,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-05-01,712.6,712.6,Active,0.0,OK
INV001050,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-06-01,712.6,712.6,Active,0.0,OK
INV001051,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-07-01,712.6,712.6,Active,0.0,OK
INV001052,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-08-01,712.6,712.6,Active,0.0,OK
INV001053,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-09-01,712.6,712.6,Active,0.0,OK
INV001054,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-10-01,712.6,712.6,Active,0.0,OK
INV001055,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-11-01,712.6,712.6,Active,0.0,OK
INV001056,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-12-01,712.6,712.6,Active,0.0,OK
INV001057,CI-0088,BlueRidge Comms,Data Center Net,2025-01-01,732.61,732.61,Active,0.0,OK
INV001058,CI-0088,BlueRidge Comms,Data Center Net,2025-02-01,732.61,732.61,Active,0.0,OK
INV001059,CI-0088,BlueRidge Comms,Data Center Net,2025-03-01,732.61,732.61,Active,0.0,OK
INV001060,CI-0088,BlueRidge Comms,Data Center Net,2025-04-01,732.61,732.61,Active,0.0,OK
INV001061,CI-0088,BlueRidge Comms,Data Center Net,2025-05-01,732.61,732.61,Active,0.0,OK
INV001062,CI-0088,BlueRidge Comms,Data Center Net,2025-06-01,732.61,732.61,Active,0.0,OK
INV001063,CI-0088,BlueRidge Comms,Data Center Net,2025-07-01,732.61,732.61,Active,0.0,OK
INV001064,CI-0088,BlueRidge Comms,Data Center Net,2025-08-01,732.61,732.61,Active,0.0,OK
INV001065,CI-0088,BlueRidge Comms,Data Center Net,2025-09-01,732.61,1465.22,Active,732.61,Duplicate charge
INV001066,CI-0088,BlueRidge Comms,Data Center Net,2025-10-01,732.61,732.61,Active,0.0,OK
INV001067,CI-0088,BlueRidge Comms,Data Center Net,2025-11-01,732.61,732.61,Active,0.0,OK
INV001068,CI-0088,BlueRidge Comms,Data Center Net,2025-12-01,732.61,732.61,Active,0.0,OK
INV001069,CI-0089,Cascade Mobile,Data Center Net,2025-01-01,1061.27,1061.27,Active,0.0,OK
INV001070,CI-0089,Cascade Mobile,Data Center Net,2025-02-01,1061.27,1061.27,Active,0.0,OK
INV001071,CI-0089,Cascade Mobile,Data Center Net,2025-03-01,1061.27,1061.27,Active,0.0,OK
INV001072,CI-0089,Cascade Mobile,Data Center Net,2025-04-01,1061.27,1061.27,Active,0.0,OK
INV001073,CI-0089,Cascade Mobile,Data Center Net,2025-05-01,1061.27,1061.27,Active,0.0,OK
INV001074,CI-0089,Cascade Mobile,Data Center Net,2025-06-01,1061.27,1061.27,Active,0.0,OK
INV001075,CI-0089,Cascade Mobile,Data Center Net,2025-07-01,1061.27,1061.27,Active,0.0,OK
INV001076,CI-0089,Cascade Mobile,Data Center Net,2025-08-01,1061.27,1061.27,Active,0.0,OK
INV001077,CI-0089,Cascade Mobile,Data Center Net,2025-09-01,1061.27,1061.27,Active,0.0,OK
INV001078,CI-0089,Cascade Mobile,Data Center Net,2025-10-01,1061.27,1061.27,Active,0.0,OK
INV001079,CI-0089,Cascade Mobile,Data Center Net,2025-11-01,1061.27,1061.27,Active,0.0,OK
INV001080,CI-0089,Cascade Mobile,Data Center Net,2025-12-01,1061.27,1061.27,Active,0.0,OK
INV001081,CI-0090,Cascade Mobile,Voice/UCaaS,2025-01-01,843.87,843.87,Active,0.0,OK
INV001082,CI-0090,Cascade Mobile,Voice/UCaaS,2025-02-01,843.87,843.87,Active,0.0,OK
INV001083,CI-0090,Cascade Mobile,Voice/UCaaS,2025-03-01,843.87,843.87,Active,0.0,OK
INV001084,CI-0090,Cascade Mobile,Voice/UCaaS,2025-04-01,843.87,843.87,Active,0.0,OK
INV001085,CI-0090,Cascade Mobile,Voice/UCaaS,2025-05-01,843.87,843.87,Active,0.0,OK
INV001086,CI-0090,Cascade Mobile,Voice/UCaaS,2025-06-01,843.87,843.87,Active,0.0,OK
INV001087,CI-0090,Cascade Mobile,Voice/UCaaS,2025-07-01,843.87,843.87,Active,0.0,OK
INV001088,CI-0090,Cascade Mobile,Voice/UCaaS,2025-08-01,843.87,843.87,Active,0.0,OK
INV001089,CI-0090,Cascade Mobile,Voice/UCaaS,2025-09-01,843.87,843.87,Active,0.0,OK
INV001090,CI-0090,Cascade Mobile,Voice/UCaaS,2025-10-01,843.87,843.87,Active,0.0,OK
INV001091,CI-0090,Cascade Mobile,Voice/UCaaS,2025-11-01,843.87,843.87,Active,0.0,OK
INV001092,CI-0090,Cascade Mobile,Voice/UCaaS,2025-12-01,843.87,843.87,Active,0.0,OK
INV001094,CI-0091,BlueRidge Comms,Data Center Net,2025-02-01,1231.59,1231.59,Decommissioned,0.0,Ghost circuit
INV001105,CI-0092,Atlas Fiber,Contact Center,2025-01-01,783.47,783.47,Active,0.0,OK
INV001106,CI-0092,Atlas Fiber,Contact Center,2025-02-01,783.47,783.47,Active,0.0,OK
INV001107,CI-0092,Atlas Fiber,Contact Center,2025-03-01,783.47,783.47,Active,0.0,OK
INV001108,CI-0092,Atlas Fiber,Contact Center,2025-04-01,783.47,783.47,Active,0.0,OK
INV001109,CI-0092,Atlas Fiber,Contact Center,2025-05-01,783.47,783.47,Active,0.0,OK
INV001110,CI-0092,Atlas Fiber,Contact Center,2025-06-01,783.47,783.47,Active,0.0,OK
INV001111,CI-0092,Atlas Fiber,Contact Center,2025-07-01,783.47,783.47,Active,0.0,OK
INV001112,CI-0092,Atlas Fiber,Contact Center,2025-08-01,783.47,783.47,Active,0.0,OK
INV001113,CI-0092,Atlas Fiber,Contact Center,2025-09-01,783.47,1566.94,Active,783.47,Duplicate charge
INV001114,CI-0092,Atlas Fiber,Contact Center,2025-10-01,783.47,783.47,Active,0.0,OK
INV001115,CI-0092,Atlas Fiber,Contact Center,2025-11-01,783.47,783.47,Active,0.0,OK
INV001116,CI-0092,Atlas Fiber,Contact Center,2025-12-01,783.47,783.47,Active,0.0,OK
INV001129,CI-0094,Meridian Networks,Contact Center,2025-01-01,1546.59,3093.18,Active,1546.59,Duplicate charge
INV001130,CI-0094,Meridian Networks,Contact Center,2025-02-01,1546.59,1546.59,Active,0.0,OK
INV001131,CI-0094,Meridian Networks,Contact Center,2025-03-01,1546.59,3093.18,Active,1546.59,Duplicate charge
INV001132,CI-0094,Meridian Networks,Contact Center,2025-04-01,1546.59,1546.59,Active,0.0,OK
INV001133,CI-0094,Meridian Networks,Contact Center,2025-05-01,1546.59,1546.59,Active,0.0,OK
INV001134,CI-0094,Meridian Networks,Contact Center,2025-06-01,1546.59,3093.18,Active,1546.59,Duplicate charge
INV001135,CI-0094,Meridian Networks,Contact Center,2025-07-01,1546.59,1546.59,Active,0.0,OK
INV001136,CI-0094,Meridian Networks,Contact Center,2025-08-01,1546.59,1546.59,Active,0.0,OK
INV001137,CI-0094,Meridian Networks,Contact Center,2025-09-01,1546.59,1546.59,Active,0.0,OK
INV001138,CI-0094,Meridian Networks,Contact Center,2025-10-01,1546.59,1546.59,Active,0.0,OK
INV001139,CI-0094,Meridian Networks,Contact Center,2025-11-01,1546.59,1546.59,Active,0.0,OK
INV001140,CI-0094,Meridian Networks,Contact Center,2025-12-01,1546.59,1546.59,Active,0.0,OK
INV001141,CI-0095,Cascade Mobile,Wireless/Mobile,2025-01-01,1185.05,1185.05,Active,0.0,OK
INV001142,CI-0095,Cascade Mobile,Wireless/Mobile,2025-02-01,1185.05,1554.14,Active,369.09000000000015,Rate overcharge
INV001143,CI-0095,Cascade Mobile,Wireless/Mobile,2025-03-01,1185.05,1185.05,Active,0.0,OK
INV001144,CI-0095,Cascade Mobile,Wireless/Mobile,2025-04-01,1185.05,1185.05,Active,0.0,OK
INV001145,CI-0095,Cascade Mobile,Wireless/Mobile,2025-05-01,1185.05,1185.05,Active,0.0,OK
INV001146,CI-0095,Cascade Mobile,Wireless/Mobile,2025-06-01,1185.05,1185.05,Active,0.0,OK
INV001147,CI-0095,Cascade Mobile,Wireless/Mobile,2025-07-01,1185.05,1185.05,Active,0.0,OK
INV001148,CI-0095,Cascade Mobile,Wireless/Mobile,2025-08-01,1185.05,1185.05,Active,0.0,OK
INV001149,CI-0095,Cascade Mobile,Wireless/Mobile,2025-09-01,1185.05,1185.05,Active,0.0,OK
INV001150,CI-0095,Cascade Mobile,Wireless/Mobile,2025-10-01,1185.05,1185.05,Active,0.0,OK
INV001151,CI-0095,Cascade Mobile,Wireless/Mobile,2025-11-01,1185.05,1185.05,Active,0.0,OK
INV001152,CI-0095,Cascade Mobile,Wireless/Mobile,2025-12-01,1185.05,1185.05,Active,0.0,OK
INV001153,CI-0096,Cascade Mobile,Wireless/Mobile,2025-01-01,805.21,805.21,Active,0.0,OK
INV001154,CI-0096,Cascade Mobile,Wireless/Mobile,2025-02-01,805.21,805.21,Active,0.0,OK
INV001155,CI-0096,Cascade Mobile,Wireless/Mobile,2025-03-01,805.21,805.21,Active,0.0,OK
INV001156,CI-0096,Cascade Mobile,Wireless/Mobile,2025-04-01,805.21,805.21,Active,0.0,OK
INV001157,CI-0096,Cascade Mobile,Wireless/Mobile,2025-05-01,805.21,805.21,Active,0.0,OK
INV001158,CI-0096,Cascade Mobile,Wireless/Mobile,2025-06-01,805.21,805.21,Active,0.0,OK
INV001159,CI-0096,Cascade Mobile,Wireless/Mobile,2025-07-01,805.21,805.21,Active,0.0,OK
INV001160,CI-0096,Cascade Mobile,Wireless/Mobile,2025-08-01,805.21,805.21,Active,0.0,OK
INV001161,CI-0096,Cascade Mobile,Wireless/Mobile,2025-09-01,805.21,805.21,Active,0.0,OK
INV001162,CI-0096,Cascade Mobile,Wireless/Mobile,2025-10-01,805.21,805.21,Active,0.0,OK
INV001163,CI-0096,Cascade Mobile,Wireless/Mobile,2025-11-01,805.21,805.21,Active,0.0,OK
INV001164,CI-0096,Cascade Mobile,Wireless/Mobile,2025-12-01,805.21,1610.42,Active,805.21,Duplicate charge
INV001177,CI-0098,Cascade Mobile,Cloud Connectivity,2025-01-01,747.03,747.03,Active,0.0,OK
INV001178,CI-0098,Cascade Mobile,Cloud Connectivity,2025-02-01,747.03,747.03,Active,0.0,OK
INV001179,CI-0098,Cascade Mobile,Cloud Connectivity,2025-03-01,747.03,747.03,Active,0.0,OK
INV001180,CI-0098,Cascade Mobile,Cloud Connectivity,2025-04-01,747.03,747.03,Active,0.0,OK
INV001181,CI-0098,Cascade Mobile,Cloud Connectivity,2025-05-01,747.03,747.03,Active,0.0,OK
INV001182,CI-0098,Cascade Mobile,Cloud Connectivity,2025-06-01,747.03,747.03,Active,0.0,OK
INV001183,CI-0098,Cascade Mobile,Cloud Connectivity,2025-07-01,747.03,747.03,Active,0.0,OK
INV001184,CI-0098,Cascade Mobile,Cloud Connectivity,2025-08-01,747.03,747.03,Active,0.0,OK
INV001185,CI-0098,Cascade Mobile,Cloud Connectivity,2025-09-01,747.03,747.03,Active,0.0,OK
INV001186,CI-0098,Cascade Mobile,Cloud Connectivity,2025-10-01,747.03,747.03,Active,0.0,OK
INV001187,CI-0098,Cascade Mobile,Cloud Connectivity,2025-11-01,747.03,747.03,Active,0.0,OK
