invoice_id,ci_id,vendor,service_area,period,contracted_rate,billed_amount,ci_status,planted_error
INV000917,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-05-01,878.62,878.62,Active,none
INV000918,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-06-01,878.62,878.62,Active,none
INV000919,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-07-01,878.62,878.62,Active,none
INV000920,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-08-01,878.62,878.62,Active,none
INV000921,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-09-01,878.62,878.62,Active,none
INV000922,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-10-01,878.62,878.62,Active,none
INV000923,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-11-01,878.62,878.62,Active,none
INV000924,CI-0076,BlueRidge Comms,Wireless/Mobile,2025-12-01,878.62,878.62,Active,none
INV000925,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-01-01,831.05,831.05,Active,none
INV000926,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-02-01,831.05,831.05,Active,none
INV000927,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-03-01,831.05,831.05,Active,none
INV000928,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-04-01,831.05,831.05,Active,none
INV000929,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-05-01,831.05,831.05,Active,none
INV000930,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-06-01,831.05,831.05,Active,none
INV000931,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-07-01,831.05,831.05,Active,none
INV000932,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-08-01,831.05,831.05,Active,none
INV000933,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-09-01,831.05,831.05,Active,none
INV000934,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-10-01,831.05,831.05,Active,none
INV000935,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-11-01,831.05,831.05,Active,none
INV000936,CI-0077,BlueRidge Comms,Wireless/Mobile,2025-12-01,831.05,831.05,Active,none
INV000961,CI-0080,NorthStar Telecom,Contact Center,2025-01-01,887.76,887.76,Active,none
INV000962,CI-0080,NorthStar Telecom,Contact Center,2025-02-01,887.76,887.76,Active,none
INV000963,CI-0080,NorthStar Telecom,Contact Center,2025-03-01,887.76,887.76,Active,none
INV000964,CI-0080,NorthStar Telecom,Contact Center,2025-04-01,887.76,887.76,Active,none
INV000965,CI-0080,NorthStar Telecom,Contact Center,2025-05-01,887.76,887.76,Active,none
INV000966,CI-0080,NorthStar Telecom,Contact Center,2025-06-01,887.76,887.76,Active,none
INV000967,CI-0080,NorthStar Telecom,Contact Center,2025-07-01,887.76,887.76,Active,none
INV000968,CI-0080,NorthStar Telecom,Contact Center,2025-08-01,887.76,887.76,Active,none
INV000969,CI-0080,NorthStar Telecom,Contact Center,2025-09-01,887.76,887.76,Active,none
INV000970,CI-0080,NorthStar Telecom,Contact Center,2025-10-01,887.76,887.76,Active,none
INV000971,CI-0080,NorthStar Telecom,Contact Center,2025-11-01,887.76,887.76,Active,none
INV000972,CI-0080,NorthStar Telecom,Contact Center,2025-12-01,887.76,887.76,Active,none
INV000973,CI-0081,Atlas Fiber,Voice/UCaaS,2025-01-01,1009.12,1009.12,Active,none
INV000974,CI-0081,Atlas Fiber,Voice/UCaaS,2025-02-01,1009.12,1009.12,Active,none
INV000975,CI-0081,Atlas Fiber,Voice/UCaaS,2025-03-01,1009.12,1009.12,Active,none
INV000976,CI-0081,Atlas Fiber,Voice/UCaaS,2025-04-01,1009.12,1009.12,Active,none
INV000977,CI-0081,Atlas Fiber,Voice/UCaaS,2025-05-01,1009.12,1009.12,Active,none
INV000978,CI-0081,Atlas Fiber,Voice/UCaaS,2025-06-01,1009.12,1009.12,Active,none
INV000979,CI-0081,Atlas Fiber,Voice/UCaaS,2025-07-01,1009.12,1009.12,Active,none
INV000980,CI-0081,Atlas Fiber,Voice/UCaaS,2025-08-01,1009.12,1009.12,Active,none
INV000981,CI-0081,Atlas Fiber,Voice/UCaaS,2025-09-01,1009.12,1009.12,Active,none
INV000982,CI-0081,Atlas Fiber,Voice/UCaaS,2025-10-01,1009.12,1009.12,Active,none
INV000983,CI-0081,Atlas Fiber,Voice/UCaaS,2025-11-01,1009.12,1009.12,Active,none
INV000984,CI-0081,Atlas Fiber,Voice/UCaaS,2025-12-01,1009.12,1009.12,Active,none
INV000985,CI-0082,Atlas Fiber,WAN/Circuits,2025-01-01,1219.29,1219.29,Active,none
INV000986,CI-0082,Atlas Fiber,WAN/Circuits,2025-02-01,1219.29,1219.29,Active,none
INV000987,CI-0082,Atlas Fiber,WAN/Circuits,2025-03-01,1219.29,1219.29,Active,none
INV000988,CI-0082,Atlas Fiber,WAN/Circuits,2025-04-01,1219.29,1219.29,Active,none
INV000989,CI-0082,Atlas Fiber,WAN/Circuits,2025-05-01,1219.29,1219.29,Active,none
INV000990,CI-0082,Atlas Fiber,WAN/Circuits,2025-06-01,1219.29,1219.29,Active,none
INV000991,CI-0082,Atlas Fiber,WAN/Circuits,2025-07-01,1219.29,1219.29,Active,none
INV000992,CI-0082,Atlas Fiber,WAN/Circuits,2025-08-01,1219.29,1219.29,Active,none
INV000993,CI-0082,Atlas Fiber,WAN/Circuits,2025-09-01,1219.29,1219.29,Active,none
INV000994,CI-0082,Atlas Fiber,WAN/Circuits,2025-10-01,1219.29,1219.29,Active,none
INV000995,CI-0082,Atlas Fiber,WAN/Circuits,2025-11-01,1219.29,1219.29,Active,none
INV000996,CI-0082,Atlas Fiber,WAN/Circuits,2025-12-01,1219.29,1219.29,Active,none
INV000997,CI-0083,NorthStar Telecom,Data Center Net,2025-01-01,924.61,924.61,Active,none
INV000998,CI-0083,NorthStar Telecom,Data Center Net,2025-02-01,924.61,924.61,Active,none
INV000999,CI-0083,NorthStar Telecom,Data Center Net,2025-03-01,924.61,924.61,Active,none
INV001000,CI-0083,NorthStar Telecom,Data Center Net,2025-04-01,924.61,924.61,Active,none
INV001001,CI-0083,NorthStar Telecom,Data Center Net,2025-05-01,924.61,924.61,Active,none
INV001002,CI-0083,NorthStar Telecom,Data Center Net,2025-06-01,924.61,924.61,Active,none
INV001003,CI-0083,NorthStar Telecom,Data Center Net,2025-07-01,924.61,924.61,Active,none
INV001004,CI-0083,NorthStar Telecom,Data Center Net,2025-08-01,924.61,924.61,Active,none
INV001005,CI-0083,NorthStar Telecom,Data Center Net,2025-09-01,924.61,924.61,Active,none
INV001006,CI-0083,NorthStar Telecom,Data Center Net,2025-10-01,924.61,924.61,Active,none
INV001007,CI-0083,NorthStar Telecom,Data Center Net,2025-11-01,924.61,924.61,Active,none
INV001008,CI-0083,NorthStar Telecom,Data Center Net,2025-12-01,924.61,924.61,Active,none
INV001009,CI-0084,Cascade Mobile,Cloud Connectivity,2025-01-01,753.95,753.95,Active,none
INV001010,CI-0084,Cascade Mobile,Cloud Connectivity,2025-02-01,753.95,753.95,Active,none
INV001011,CI-0084,Cascade Mobile,Cloud Connectivity,2025-03-01,753.95,753.95,Active,none
INV001012,CI-0084,Cascade Mobile,Cloud Connectivity,2025-04-01,753.95,753.95,Active,none
INV001013,CI-0084,Cascade Mobile,Cloud Connectivity,2025-05-01,753.95,753.95,Active,none
INV001014,CI-0084,Cascade Mobile,Cloud Connectivity,2025-06-01,753.95,753.95,Active,ghost_circuit
INV001015,CI-0084,Cascade Mobile,Cloud Connectivity,2025-07-01,753.95,753.95,Active,none
INV001016,CI-0084,Cascade Mobile,Cloud Connectivity,2025-08-01,753.95,753.95,Active,none
INV001017,CI-0084,Cascade Mobile,Cloud Connectivity,2025-09-01,753.95,753.95,Active,none
INV001018,CI-0084,Cascade Mobile,Cloud Connectivity,2025-10-01,753.95,753.95,Active,none
INV001019,CI-0084,Cascade Mobile,Cloud Connectivity,2025-11-01,753.95,753.95,Active,none
INV001020,CI-0084,Cascade Mobile,Cloud Connectivity,2025-12-01,753.95,753.95,Active,none
INV001033,CI-0086,Cascade Mobile,WAN/Circuits,2025-01-01,878.29,878.29,Active,none
INV001034,CI-0086,Cascade Mobile,WAN/Circuits,2025-02-01,878.29,878.29,Active,none
INV001035,CI-0086,Cascade Mobile,WAN/Circuits,2025-03-01,878.29,1756.58,Active,duplicate
INV001036,CI-0086,Cascade Mobile,WAN/Circuits,2025-04-01,878.29,878.29,Active,none
INV001037,CI-0086,Cascade Mobile,WAN/Circuits,2025-05-01,878.29,878.29,Active,none
INV001038,CI-0086,Cascade Mobile,WAN/Circuits,2025-06-01,878.29,878.29,Active,none
INV001039,CI-0086,Cascade Mobile,WAN/Circuits,2025-07-01,878.29,878.29,Active,none
INV001040,CI-0086,Cascade Mobile,WAN/Circuits,2025-08-01,878.29,878.29,Active,none
INV001041,CI-0086,Cascade Mobile,WAN/Circuits,2025-09-01,878.29,878.29,Active,none
INV001042,CI-0086,Cascade Mobile,WAN/Circuits,2025-10-01,878.29,878.29,Active,none
INV001043,CI-0086,Cascade Mobile,WAN/Circuits,2025-11-01,878.29,878.29,Active,none
INV001044,CI-0086,Cascade Mobile,WAN/Circuits,2025-12-01,878.29,878.29,Active,none
INV001045,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-01-01,712.6,712.6,Active,none
INV001046,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-02-01,712.6,712.6,Active,none
INV001047,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-03-01,712.6,712.6,Active,none
INV001048,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-04-01,712.6,712.6,Active,none
INV001049,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-05-01,712.6,712.6,Active,none
INV001050,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-06-01,712.6,712.6,Active,none
INV001051,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-07-01,712.6,712.6,Active,none
INV001052,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-08-01,712.6,712.6,Active,none
INV001053,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-09-01,712.6,712.6,Active,none
INV001054,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-10-01,712.6,712.6,Active,none
INV001055,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-11-01,712.6,712.6,Active,none
INV001056,CI-0087,NorthStar Telecom,Wireless/Mobile,2025-12-01,712.6,712.6,Active,none
INV001057,CI-0088,BlueRidge Comms,Data Center Net,2025-01-01,732.61,732.61,Active,none
INV001058,CI-0088,BlueRidge Comms,Data Center Net,2025-02-01,732.61,732.61,Active,none
INV001059,CI-0088,BlueRidge Comms,Data Center Net,2025-03-01,732.61,732.61,Active,none
INV001060,CI-0088,BlueRidge Comms,Data Center Net,2025-04-01,732.61,732.61,Active,none
INV001061,CI-0088,BlueRidge Comms,Data Center Net,2025-05-01,732.61,732.61,Active,none
INV001062,CI-0088,BlueRidge Comms,Data Center Net,2025-06-01,732.61,732.61,Active,none
INV001063,CI-0088,BlueRidge Comms,Data Center Net,2025-07-01,732.61,732.61,Active,none
INV001064,CI-0088,BlueRidge Comms,Data Center Net,2025-08-01,732.61,732.61,Active,none
INV001065,CI-0088,BlueRidge Comms,Data Center Net,2025-09-01,732.61,1465.22,Active,duplicate
INV001066,CI-0088,BlueRidge Comms,Data Center Net,2025-10-01,732.61,732.61,Active,none
INV001067,CI-0088,BlueRidge Comms,Data Center Net,2025-11-01,732.61,732.61,Active,none
INV001068,CI-0088,BlueRidge Comms,Data Center Net,2025-12-01,732.61,732.61,Active,none
INV001069,CI-0089,Cascade Mobile,Data Center Net,2025-01-01,1061.27,1061.27,Active,none
INV001070,CI-0089,Cascade Mobile,Data Center Net,2025-02-01,1061.27,1061.27,Active,none
INV001071,CI-0089,Cascade Mobile,Data Center Net,2025-03-01,1061.27,1061.27,Active,none
INV001072,CI-0089,Cascade Mobile,Data Center Net,2025-04-01,1061.27,1061.27,Active,none
INV001073,CI-0089,Cascade Mobile,Data Center Net,2025-05-01,1061.27,1061.27,Active,none
INV001074,CI-0089,Cascade Mobile,Data Center Net,2025-06-01,1061.27,1061.27,Active,none
INV001075,CI-0089,Cascade Mobile,Data Center Net,2025-07-01,1061.27,1061.27,Active,none
INV001076,CI-0089,Cascade Mobile,Data Center Net,2025-08-01,1061.27,1061.27,Active,none
INV001077,CI-0089,Cascade Mobile,Data Center Net,2025-09-01,1061.27,1061.27,Active,ghost_circuit
INV001078,CI-0089,Cascade Mobile,Data Center Net,2025-10-01,1061.27,1061.27,Active,none
INV001079,CI-0089,Cascade Mobile,Data Center Net,2025-11-01,1061.27,1061.27,Active,none
INV001080,CI-0089,Cascade Mobile,Data Center Net,2025-12-01,1061.27,1061.27,Active,none
INV001081,CI-0090,Cascade Mobile,Voice/UCaaS,2025-01-01,843.87,843.87,Active,none
INV001082,CI-0090,Cascade Mobile,Voice/UCaaS,2025-02-01,843.87,843.87,Active,none
INV001083,CI-0090,Cascade Mobile,Voice/UCaaS,2025-03-01,843.87,843.87,Active,none
INV001084,CI-0090,Cascade Mobile,Voice/UCaaS,2025-04-01,843.87,843.87,Active,none
INV001085,CI-0090,Cascade Mobile,Voice/UCaaS,2025-05-01,843.87,843.87,Active,none
INV001086,CI-0090,Cascade Mobile,Voice/UCaaS,2025-06-01,843.87,843.87,Active,none
INV001087,CI-0090,Cascade Mobile,Voice/UCaaS,2025-07-01,843.87,843.87,Active,none
INV001088,CI-0090,Cascade Mobile,Voice/UCaaS,2025-08-01,843.87,843.87,Active,none
INV001089,CI-0090,Cascade Mobile,Voice/UCaaS,2025-09-01,843.87,843.87,Active,none
INV001090,CI-0090,Cascade Mobile,Voice/UCaaS,2025-10-01,843.87,843.87,Active,none
INV001091,CI-0090,Cascade Mobile,Voice/UCaaS,2025-11-01,843.87,843.87,Active,none
INV001092,CI-0090,Cascade Mobile,Voice/UCaaS,2025-12-01,843.87,843.87,Active,none
INV001094,CI-0091,BlueRidge Comms,Data Center Net,2025-02-01,1231.59,1231.59,Decommissioned,ghost_circuit
INV001105,CI-0092,Atlas Fiber,Contact Center,2025-01-01,783.47,783.47,Active,none
INV001106,CI-0092,Atlas Fiber,Contact Center,2025-02-01,783.47,783.47,Active,none
INV001107,CI-0092,Atlas Fiber,Contact Center,2025-03-01,783.47,783.47,Active,none
INV001108,CI-0092,Atlas Fiber,Contact Center,2025-04-01,783.47,783.47,Active,none
INV001109,CI-0092,Atlas Fiber,Contact Center,2025-05-01,783.47,783.47,Active,none
INV001110,CI-0092,Atlas Fiber,Contact Center,2025-06-01,783.47,783.47,Active,none
INV001111,CI-0092,Atlas Fiber,Contact Center,2025-07-01,783.47,783.47,Active,none
INV001112,CI-0092,Atlas Fiber,Contact Center,2025-08-01,783.47,783.47,Active,none
INV001113,CI-0092,Atlas Fiber,Contact Center,2025-09-01,783.47,1566.94,Active,duplicate
INV001114,CI-0092,Atlas Fiber,Contact Center,2025-10-01,783.47,783.47,Active,none
INV001115,CI-0092,Atlas Fiber,Contact Center,2025-11-01,783.47,783.47,Active,none
INV001116,CI-0092,Atlas Fiber,Contact Center,2025-12-01,783.47,783.47,Active,none
INV001129,CI-0094,Meridian Networks,Contact Center,2025-01-01,1546.59,3093.18,Active,duplicate
INV001130,CI-0094,Meridian Networks,Contact Center,2025-02-01,1546.59,1546.59,Active,none
INV001131,CI-0094,Meridian Networks,Contact Center,2025-03-01,1546.59,3093.18,Active,duplicate
INV001132,CI-0094,Meridian Networks,Contact Center,2025-04-01,1546.59,1546.59,Active,none
INV001133,CI-0094,Meridian Networks,Contact Center,2025-05-01,1546.59,1546.59,Active,none
INV001134,CI-0094,Meridian Networks,Contact Center,2025-06-01,1546.59,3093.18,Active,duplicate
INV001135,CI-0094,Meridian Networks,Contact Center,2025-07-01,1546.59,1546.59,Active,none
INV001136,CI-0094,Meridian Networks,Contact Center,2025-08-01,1546.59,1546.59,Active,none
INV001137,CI-0094,Meridian Networks,Contact Center,2025-09-01,1546.59,1546.59,Active,none
INV001138,CI-0094,Meridian Networks,Contact Center,2025-10-01,1546.59,1546.59,Active,none
INV001139,CI-0094,Meridian Networks,Contact Center,2025-11-01,1546.59,1546.59,Active,none
INV001140,CI-0094,Meridian Networks,Contact Center,2025-12-01,1546.59,1546.59,Active,none
INV001141,CI-0095,Cascade Mobile,Wireless/Mobile,2025-01-01,1185.05,1185.05,Active,none
INV001142,CI-0095,Cascade Mobile,Wireless/Mobile,2025-02-01,1185.05,1554.14,Active,rate_overcharge
INV001143,CI-0095,Cascade Mobile,Wireless/Mobile,2025-03-01,1185.05,1185.05,Active,none
INV001144,CI-0095,Cascade Mobile,Wireless/Mobile,2025-04-01,1185.05,1185.05,Active,none
INV001145,CI-0095,Cascade Mobile,Wireless/Mobile,2025-05-01,1185.05,1185.05,Active,none
INV001146,CI-0095,Cascade Mobile,Wireless/Mobile,2025-06-01,1185.05,1185.05,Active,none
INV001147,CI-0095,Cascade Mobile,Wireless/Mobile,2025-07-01,1185.05,1185.05,Active,none
INV001148,CI-0095,Cascade Mobile,Wireless/Mobile,2025-08-01,1185.05,1185.05,Active,none
INV001149,CI-0095,Cascade Mobile,Wireless/Mobile,2025-09-01,1185.05,1185.05,Active,none
INV001150,CI-0095,Cascade Mobile,Wireless/Mobile,2025-10-01,1185.05,1185.05,Active,none
INV001151,CI-0095,Cascade Mobile,Wireless/Mobile,2025-11-01,1185.05,1185.05,Active,ghost_circuit
INV001152,CI-0095,Cascade Mobile,Wireless/Mobile,2025-12-01,1185.05,1185.05,Active,none
INV001153,CI-0096,Cascade Mobile,Wireless/Mobile,2025-01-01,805.21,805.21,Active,none
INV001154,CI-0096,Cascade Mobile,Wireless/Mobile,2025-02-01,805.21,805.21,Active,none
INV001155,CI-0096,Cascade Mobile,Wireless/Mobile,2025-03-01,805.21,805.21,Active,none
INV001156,CI-0096,Cascade Mobile,Wireless/Mobile,2025-04-01,805.21,805.21,Active,none
INV001157,CI-0096,Cascade Mobile,Wireless/Mobile,2025-05-01,805.21,805.21,Active,none
INV001158,CI-0096,Cascade Mobile,Wireless/Mobile,2025-06-01,805.21,805.21,Active,none
INV001159,CI-0096,Cascade Mobile,Wireless/Mobile,2025-07-01,805.21,805.21,Active,none
INV001160,CI-0096,Cascade Mobile,Wireless/Mobile,2025-08-01,805.21,805.21,Active,none
INV001161,CI-0096,Cascade Mobile,Wireless/Mobile,2025-09-01,805.21,805.21,Active,none
INV001162,CI-0096,Cascade Mobile,Wireless/Mobile,2025-10-01,805.21,805.21,Active,none
INV001163,CI-0096,Cascade Mobile,Wireless/Mobile,2025-11-01,805.21,805.21,Active,none
INV001164,CI-0096,Cascade Mobile,Wireless/Mobile,2025-12-01,805.21,1610.42,Active,duplicate
INV001177,CI-0098,Cascade Mobile,Cloud Connectivity,2025-01-01,747.03,747.03,Active,none
INV001178,CI-0098,Cascade Mobile,Cloud Connectivity,2025-02-01,747.03,747.03,Active,none
INV001179,CI-0098,Cascade Mobile,Cloud Connectivity,2025-03-01,747.03,747.03,Active,none
INV001180,CI-0098,Cascade Mobile,Cloud Connectivity,2025-04-01,747.03,747.03,Active,none
INV001181,CI-0098,Cascade Mobile,Cloud Connectivity,2025-05-01,747.03,747.03,Active,none
INV001182,CI-0098,Cascade Mobile,Cloud Connectivity,2025-06-01,747.03,747.03,Active,none
INV001183,CI-0098,Cascade Mobile,Cloud Connectivity,2025-07-01,747.03,747.03,Active,none
INV001184,CI-0098,Cascade Mobile,Cloud Connectivity,2025-08-01,747.03,747.03,Active,none
INV001185,CI-0098,Cascade Mobile,Cloud Connectivity,2025-09-01,747.03,747.03,Active,none
INV001186,CI-0098,Cascade Mobile,Cloud Connectivity,2025-10-01,747.03,747.03,Active,none
INV001187,CI-0098,Cascade Mobile,Cloud Connectivity,2025-11-01,747.03,747.03,Active,none
INV001188,CI-0098,Cascade Mobile,Cloud Connectivity,2025-12-01,747.03,747.03,Active,none
INV001189,CI-0099,Atlas Fiber,WAN/Circuits,2025-01-01,958.87,958.87,Active,none
INV001190,CI-0099,Atlas Fiber,WAN/Circuits,2025-02-01,958.87,958.87,Active,none
INV001191,CI-0099,Atlas Fiber,WAN/Circuits,2025-03-01,958.87,958.87,Active,none
INV001192,CI-0099,Atlas Fiber,WAN/Circuits,2025-04-01,958.87,958.87,Active,none
INV001193,CI-0099,Atlas Fiber,WAN/Circuits,2025-05-01,958.87,958.87,Active,none
INV001194,CI-0099,Atlas Fiber,WAN/Circuits,2025-06-01,958.87,958.87,Active,none
INV001195,CI-0099,Atlas Fiber,WAN/Circuits,2025-07-01,958.87,958.87,Active,none
INV001196,CI-0099,Atlas Fiber,WAN/Circuits,2025-08-01,958.87,958.87,Active,none
INV001197,CI-0099,Atlas Fiber,WAN/Circuits,2025-09-01,958.87,958.87,Active,none
INV001198,CI-0099,Atlas Fiber,WAN/Circuits,2025-10-01,958.87,958.87,Active,none
INV001199,CI-0099,Atlas Fiber,WAN/Circuits,2025-11-01,958.87,958.87,Active,none
INV001200,CI-0099,Atlas Fiber,WAN/Circuits,2025-12-01,958.87,958.87,Active,none
INV001201,CI-0100,Atlas Fiber,Data Center Net,2025-01-01,925.1,925.1,Active,none
INV001202,CI-0100,Atlas Fiber,Data Center Net,2025-02-01,925.1,925.1,Active,none
INV001203,CI-0100,Atlas Fiber,Data Center Net,2025-03-01,925.1,925.1,Active,none
INV001204,CI-0100,Atlas Fiber,Data Center Net,2025-04-01,925.1,925.1,Active,none
INV001205,CI-0100,Atlas Fiber,Data Center Net,2025-05-01,925.1,925.1,Active,none
INV001206,CI-0100,Atlas Fiber,Data Center Net,2025-06-01,925.1,925.1,Active,none
INV001207,CI-0100,Atlas Fiber,Data Center Net,2025-07-01,925.1,925.1,Active,none
INV001208,CI-0100,Atlas Fiber,Data Center Net,2025-08-01,925.1,925.1,Active,none
INV001209,CI-0100,Atlas Fiber,Data Center Net,2025-09-01,925.1,925.1,Active,none
INV001210,CI-0100,Atlas Fiber,Data Center Net,2025-10-01,925.1,925.1,Active,none
INV001211,CI-0100,Atlas Fiber,Data Center Net,2025-11-01,925.1,925.1,Active,none
INV001212,CI-0100,Atlas Fiber,Data Center Net,2025-12-01,925.1,925.1,Active,none
INV001213,CI-0101,Cascade Mobile,Wireless/Mobile,2025-01-01,793.45,793.45,Active,none
INV001214,CI-0101,Cascade Mobile,Wireless/Mobile,2025-02-01,793.45,793.45,Active,none
INV001215,CI-0101,Cascade Mobile,Wireless/Mobile,2025-03-01,793.45,793.45,Active,none
INV001216,CI-0101,Cascade Mobile,Wireless/Mobile,2025-04-01,793.45,793.45,Active,none
INV001217,CI-0101,Cascade Mobile,Wireless/Mobile,2025-05-01,793.45,793.45,Active,none
INV001218,CI-0101,Cascade Mobile,Wireless/Mobile,2025-06-01,793.45,793.45,Active,none
INV001219,CI-0101,Cascade Mobile,Wireless/Mobile,2025-07-01,793.45,793.45,Active,none
INV001220,CI-0101,Cascade Mobile,Wireless/Mobile,2025-08-01,793.45,793.45,Active,none
INV001221,CI-0101,Cascade Mobile,Wireless/Mobile,2025-09-01,793.45,793.45,Active,none
INV001222,CI-0101,Cascade Mobile,Wireless/Mobile,2025-10-01,793.45,793.45,Active,none
INV001223,CI-0101,Cascade Mobile,Wireless/Mobile,2025-11-01,793.45,793.45,Active,none
INV001224,CI-0101,Cascade Mobile,Wireless/Mobile,2025-12-01,793.45,793.45,Active,none
INV001225,CI-0102,Cascade Mobile,Data Center Net,2025-01-01,658.46,658.46,Active,none
INV001226,CI-0102,Cascade Mobile,Data Center Net,2025-02-01,658.46,658.46,Active,none
INV001227,CI-0102,Cascade Mobile,Data Center Net,2025-03-01,658.46,658.46,Active,none
INV001228,CI-0102,Cascade Mobile,Data Center Net,2025-04-01,658.46,658.46,Active,none
INV001229,CI-0102,Cascade Mobile,Data Center Net,2025-05-01,658.46,658.46,Active,ghost_circuit
INV001230,CI-0102,Cascade Mobile,Data Center Net,2025-06-01,658.46,658.46,Active,none
INV001231,CI-0102,Cascade Mobile,Data Center Net,2025-07-01,658.46,658.46,Active,none
INV001232,CI-0102,Cascade Mobile,Data Center Net,2025-08-01,658.46,658.46,Active,none
INV001233,CI-0102,Cascade Mobile,Data Center Net,2025-09-01,658.46,658.46,Active,none
INV001234,CI-0102,Cascade Mobile,Data Center Net,2025-10-01,658.46,658.46,Active,none
INV001235,CI-0102,Cascade Mobile,Data Center Net,2025-11-01,658.46,658.46,Active,none
INV001236,CI-0102,Cascade Mobile,Data Center Net,2025-12-01,658.46,658.46,Active,none
INV001237,CI-0103,Meridian Networks,WAN/Circuits,2025-01-01,1306.68,1306.68,Active,none
INV001238,CI-0103,Meridian Networks,WAN/Circuits,2025-02-01,1306.68,1306.68,Active,none
INV001239,CI-0103,Meridian Networks,WAN/Circuits,2025-03-01,1306.68,1306.68,Active,none
INV001240,CI-0103,Meridian Networks,WAN/Circuits,2025-04-01,1306.68,1306.68,Active,none
INV001241,CI-0103,Meridian Networks,WAN/Circuits,2025-05-01,1306.68,1306.68,Active,none
INV001242,CI-0103,Meridian Networks,WAN/Circuits,2025-06-01,1306.68,1306.68,Active,none
INV001243,CI-0103,Meridian Networks,WAN/Circuits,2025-07-01,1306.68,1306.68,Active,none
INV001244,CI-0103,Meridian Networks,WAN/Circuits,2025-08-01,1306.68,1306.68,Active,none
INV001245,CI-0103,Meridian Networks,WAN/Circuits,2025-09-01,1306.68,1306.68,Active,none
INV001246,CI-0103,Meridian Networks,WAN/Circuits,2025-10-01,1306.68,1306.68,Active,none
INV001247,CI-0103,Meridian Networks,WAN/Circuits,2025-11-01,1306.68,1306.68,Active,none
INV001248,CI-0103,Meridian Networks,WAN/Circuits,2025-12-01,1306.68,1306.68,Active,none
INV001249,CI-0104,Cascade Mobile,Data Center Net,2025-01-01,1234.38,1234.38,Active,none
INV001250,CI-0104,Cascade Mobile,Data Center Net,2025-02-01,1234.38,1234.38,Active,none
INV001251,CI-0104,Cascade Mobile,Data Center Net,2025-03-01,1234.38,1234.38,Active,none
INV001252,CI-0104,Cascade Mobile,Data Center Net,2025-04-01,1234.38,1234.38,Active,none
INV001253,CI-0104,Cascade Mobile,Data Center Net,2025-05-01,1234.38,1234.38,Active,none
INV001254,CI-0104,Cascade Mobile,Data Center Net,2025-06-01,1234.38,1234.38,Active,none
INV001255,CI-0104,Cascade Mobile,Data Center Net,2025-07-01,1234.38,1234.38,Active,none
INV001256,CI-0104,Cascade Mobile,Data Center Net,2025-08-01,1234.38,1234.38,Active,none
INV001257,CI-0104,Cascade Mobile,Data Center Net,2025-09-01,1234.38,1234.38,Active,none
INV001258,CI-0104,Cascade Mobile,Data Center Net,2025-10-01,1234.38,1736.26,Active,rate_overcharge
INV001259,CI-0104,Cascade Mobile,Data Center Net,2025-11-01,1234.38,1234.38,Active,none
INV001260,CI-0104,Cascade Mobile,Data Center Net,2025-12-01,1234.38,1234.38,Active,none
INV001261,CI-0105,Meridian Networks,Data Center Net,2025-01-01,1457.52,1457.52,Active,none
INV001262,CI-0105,Meridian Networks,Data Center Net,2025-02-01,1457.52,1457.52,Active,none
INV001263,CI-0105,Meridian Networks,Data Center Net,2025-03-01,1457.52,1457.52,Active,none
INV001264,CI-0105,Meridian Networks,Data Center Net,2025-04-01,1457.52,1457.52,Active,none
INV001265,CI-0105,Meridian Networks,Data Center Net,2025-05-01,1457.52,1457.52,Active,none
INV001266,CI-0105,Meridian Networks,Data Center Net,2025-06-01,1457.52,1457.52,Active,none
INV001267,CI-0105,Meridian Networks,Data Center Net,2025-07-01,1457.52,1457.52,Active,none
INV001268,CI-0105,Meridian Networks,Data Center Net,2025-08-01,1457.52,1457.52,Active,none
