incident_id,ci_id,service_area,site,vendor,priority,opened,mttr_hours,cost_to_resolve
INC000914,CI-0070,Data Center Net,SITE-15,Cascade Mobile,P4,2025-08-01,74.8,8534.72
INC000915,CI-0070,Data Center Net,SITE-15,Cascade Mobile,P3,2025-09-01,26.2,3339.75
INC000916,CI-0070,Data Center Net,SITE-15,Cascade Mobile,P4,2025-10-01,71.1,9747.6
INC000917,CI-0070,Data Center Net,SITE-15,Cascade Mobile,P3,2025-12-01,34.2,4349.45
INC000918,CI-0070,Data Center Net,SITE-15,Cascade Mobile,P3,2025-12-01,38.3,3783.42
INC000919,CI-0071,Wireless/Mobile,SITE-04,BlueRidge Comms,P3,2025-01-01,20.9,2166.05
INC000920,CI-0071,Wireless/Mobile,SITE-04,BlueRidge Comms,P1,2025-05-01,3.5,338.82
INC000921,CI-0071,Wireless/Mobile,SITE-04,BlueRidge Comms,P3,2025-07-01,26.1,2377.13
INC000922,CI-0071,Wireless/Mobile,SITE-04,BlueRidge Comms,P2,2025-08-01,14.3,1334.84
INC000923,CI-0071,Wireless/Mobile,SITE-04,BlueRidge Comms,P2,2025-08-01,14.9,1767.58
INC000924,CI-0071,Wireless/Mobile,SITE-04,BlueRidge Comms,P3,2025-10-01,31.5,3741.81
INC000925,CI-0071,Wireless/Mobile,SITE-04,BlueRidge Comms,P3,2025-11-01,35.1,4079.27
INC000926,CI-0072,Voice/UCaaS,SITE-08,Cascade Mobile,P4,2025-01-01,38.8,4321.26
INC000927,CI-0072,Voice/UCaaS,SITE-08,Cascade Mobile,P2,2025-02-01,11.9,1542.16
INC000928,CI-0072,Voice/UCaaS,SITE-08,Cascade Mobile,P2,2025-03-01,10.8,1212.78
INC000929,CI-0072,Voice/UCaaS,SITE-08,Cascade Mobile,P3,2025-05-01,22.5,1946.29
INC000930,CI-0072,Voice/UCaaS,SITE-08,Cascade Mobile,P3,2025-09-01,35.4,3713.82
INC000931,CI-0072,Voice/UCaaS,SITE-08,Cascade Mobile,P3,2025-11-01,33.1,3895.87
INC000932,CI-0072,Voice/UCaaS,SITE-08,Cascade Mobile,P3,2025-12-01,13.1,1258.85
INC000933,CI-0073,WAN/Circuits,SITE-12,Cascade Mobile,P4,2025-07-01,31.7,2854.72
INC000934,CI-0073,WAN/Circuits,SITE-12,Cascade Mobile,P3,2025-08-01,34.5,3935.43
INC000935,CI-0073,WAN/Circuits,SITE-12,Cascade Mobile,P2,2025-08-01,7.5,693.1
INC000936,CI-0073,WAN/Circuits,SITE-12,Cascade Mobile,P3,2025-09-01,16.3,1494.23
INC000937,CI-0073,WAN/Circuits,SITE-12,Cascade Mobile,P4,2025-10-01,38.9,4565.29
INC000938,CI-0073,WAN/Circuits,SITE-12,Cascade Mobile,P3,2025-10-01,14.3,1600.51
INC000939,CI-0073,WAN/Circuits,SITE-12,Cascade Mobile,P3,2025-11-01,35.1,4502.84
INC000940,CI-0074,Data Center Net,SITE-15,Atlas Fiber,P3,2025-02-01,15.3,1684.65
INC000941,CI-0074,Data Center Net,SITE-15,Atlas Fiber,P3,2025-03-01,37.6,4431.41
INC000942,CI-0074,Data Center Net,SITE-15,Atlas Fiber,P2,2025-04-01,13.6,1696.65
INC000943,CI-0074,Data Center Net,SITE-15,Atlas Fiber,P2,2025-12-01,12.5,1253.9
INC000944,CI-0074,Data Center Net,SITE-15,Atlas Fiber,P4,2025-12-01,49.7,6551.47
INC000945,CI-0075,Voice/UCaaS,SITE-18,Cascade Mobile,P4,2025-02-01,48.8,4550.6
INC000946,CI-0075,Voice/UCaaS,SITE-18,Cascade Mobile,P3,2025-02-01,33.5,4434.11
INC000947,CI-0075,Voice/UCaaS,SITE-18,Cascade Mobile,P2,2025-04-01,13.7,1486.47
INC000948,CI-0075,Voice/UCaaS,SITE-18,Cascade Mobile,P3,2025-06-01,17.0,1670.25
INC000949,CI-0075,Voice/UCaaS,SITE-18,Cascade Mobile,P4,2025-07-01,65.6,8517.69
INC000950,CI-0075,Voice/UCaaS,SITE-18,Cascade Mobile,P3,2025-07-01,21.3,2712.3
INC000951,CI-0076,Wireless/Mobile,SITE-01,BlueRidge Comms,P3,2025-01-01,37.4,3677.28
INC000952,CI-0076,Wireless/Mobile,SITE-01,BlueRidge Comms,P3,2025-03-01,34.0,4540.89
INC000953,CI-0076,Wireless/Mobile,SITE-01,BlueRidge Comms,P2,2025-03-01,17.5,2076.65
INC000954,CI-0076,Wireless/Mobile,SITE-01,BlueRidge Comms,P1,2025-03-01,3.7,325.17
INC000955,CI-0076,Wireless/Mobile,SITE-01,BlueRidge Comms,P4,2025-04-01,24.1,3098.65
INC000956,CI-0076,Wireless/Mobile,SITE-01,BlueRidge Comms,P4,2025-06-01,57.2,6503.69
INC000957,CI-0076,Wireless/Mobile,SITE-01,BlueRidge Comms,P4,2025-07-01,25.9,3138.59
INC000958,CI-0076,Wireless/Mobile,SITE-01,BlueRidge Comms,P3,2025-08-01,33.4,3454.17
INC000959,CI-0076,Wireless/Mobile,SITE-01,BlueRidge Comms,P4,2025-08-01,37.2,3317.44
INC000960,CI-0076,Wireless/Mobile,SITE-01,BlueRidge Comms,P3,2025-09-01,20.5,2844.06
INC000961,CI-0076,Wireless/Mobile,SITE-01,BlueRidge Comms,P3,2025-10-01,17.6,1911.56
INC000962,CI-0076,Wireless/Mobile,SITE-01,BlueRidge Comms,P2,2025-10-01,6.0,660.32
INC000963,CI-0076,Wireless/Mobile,SITE-01,BlueRidge Comms,P3,2025-11-01,23.8,2708.51
INC000964,CI-0076,Wireless/Mobile,SITE-01,BlueRidge Comms,P2,2025-12-01,12.0,1574.16
INC000965,CI-0076,Wireless/Mobile,SITE-01,BlueRidge Comms,P4,2025-12-01,52.7,5905.04
INC000966,CI-0077,Wireless/Mobile,SITE-04,BlueRidge Comms,P2,2025-01-01,17.0,2110.84
INC000967,CI-0077,Wireless/Mobile,SITE-04,BlueRidge Comms,P2,2025-01-01,10.3,1185.48
INC000968,CI-0077,Wireless/Mobile,SITE-04,BlueRidge Comms,P2,2025-02-01,15.8,1445.95
INC000969,CI-0077,Wireless/Mobile,SITE-04,BlueRidge Comms,P3,2025-02-01,26.4,2738.21
INC000970,CI-0077,Wireless/Mobile,SITE-04,BlueRidge Comms,P4,2025-03-01,58.1,6560.5
INC000971,CI-0077,Wireless/Mobile,SITE-04,BlueRidge Comms,P4,2025-04-01,33.9,4730.21
INC000972,CI-0077,Wireless/Mobile,SITE-04,BlueRidge Comms,P3,2025-06-01,15.9,1521.55
INC000973,CI-0077,Wireless/Mobile,SITE-04,BlueRidge Comms,P1,2025-09-01,9.2,1118.46
INC000974,CI-0078,Cloud Connectivity,SITE-06,Meridian Networks,P3,2025-01-01,37.8,4728.83
INC000975,CI-0078,Cloud Connectivity,SITE-06,Meridian Networks,P3,2025-02-01,31.5,3982.64
INC000976,CI-0078,Cloud Connectivity,SITE-06,Meridian Networks,P3,2025-07-01,18.4,2406.23
INC000977,CI-0078,Cloud Connectivity,SITE-06,Meridian Networks,P4,2025-07-01,32.7,3525.95
INC000978,CI-0078,Cloud Connectivity,SITE-06,Meridian Networks,P3,2025-08-01,17.5,2157.33
INC000979,CI-0078,Cloud Connectivity,SITE-06,Meridian Networks,P2,2025-08-01,17.1,2161.74
INC000980,CI-0078,Cloud Connectivity,SITE-06,Meridian Networks,P4,2025-11-01,34.3,4615.7
INC000981,CI-0078,Cloud Connectivity,SITE-06,Meridian Networks,P3,2025-11-01,16.0,2015.11
INC000982,CI-0078,Cloud Connectivity,SITE-06,Meridian Networks,P3,2025-12-01,31.5,4113.54
INC000983,CI-0079,Data Center Net,SITE-07,BlueRidge Comms,P4,2025-03-01,31.2,4040.51
INC000984,CI-0079,Data Center Net,SITE-07,BlueRidge Comms,P3,2025-03-01,13.1,1817.4
INC000985,CI-0079,Data Center Net,SITE-07,BlueRidge Comms,P4,2025-04-01,73.4,9468.7
INC000986,CI-0079,Data Center Net,SITE-07,BlueRidge Comms,P3,2025-07-01,16.1,1790.28
INC000987,CI-0079,Data Center Net,SITE-07,BlueRidge Comms,P3,2025-07-01,12.5,1503.29
INC000988,CI-0079,Data Center Net,SITE-07,BlueRidge Comms,P4,2025-08-01,31.1,2732.89
INC000989,CI-0079,Data Center Net,SITE-07,BlueRidge Comms,P3,2025-12-01,33.4,4535.59
INC000990,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-01-01,17.9,2025.96
INC000991,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P2,2025-02-01,16.6,1447.79
INC000992,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P2,2025-02-01,6.2,712.12
INC000993,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-02-01,26.0,2804.48
INC000994,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-02-01,17.1,2233.18
INC000995,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-03-01,36.8,3506.53
INC000996,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P2,2025-03-01,13.2,1549.86
INC000997,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-03-01,16.3,2037.27
INC000998,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P2,2025-03-01,18.5,1805.9
INC000999,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-05-01,16.7,1817.62
INC001000,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P2,2025-05-01,10.5,1003.66
INC001001,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P4,2025-05-01,62.5,5886.87
INC001002,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P2,2025-06-01,12.3,1320.12
INC001003,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P1,2025-07-01,3.9,446.46
INC001004,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P2,2025-07-01,6.8,621.3
INC001005,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-07-01,12.5,1730.65
INC001006,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-08-01,24.8,2575.44
INC001007,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-08-01,12.7,1551.33
INC001008,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-08-01,29.7,4055.81
INC001009,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P2,2025-09-01,12.7,1130.07
INC001010,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P2,2025-09-01,16.5,1820.36
INC001011,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P1,2025-09-01,3.4,461.07
INC001012,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P4,2025-09-01,57.9,5505.73
INC001013,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-09-01,20.1,2571.92
INC001014,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-10-01,27.6,3706.44
INC001015,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-10-01,36.6,3898.72
INC001016,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-10-01,19.8,1705.1
INC001017,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P4,2025-10-01,28.2,2913.85
INC001018,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-10-01,31.7,4314.08
INC001019,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P4,2025-11-01,67.0,8312.33
INC001020,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P4,2025-11-01,41.9,4245.14
INC001021,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-11-01,16.8,2116.95
INC001022,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-11-01,35.4,4717.26
INC001023,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P2,2025-11-01,8.9,956.26
INC001024,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-12-01,38.2,4964.31
INC001025,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P4,2025-12-01,30.5,3990.55
INC001026,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-12-01,23.1,2546.95
INC001027,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P3,2025-12-01,14.9,1426.31
INC001028,CI-0080,Contact Center,SITE-20,NorthStar Telecom,P4,2025-12-01,58.4,7997.86
INC001029,CI-0081,Voice/UCaaS,SITE-16,Atlas Fiber,P4,2025-01-01,54.4,5484.19
INC001030,CI-0081,Voice/UCaaS,SITE-16,Atlas Fiber,P4,2025-02-01,28.1,3824.24
INC001031,CI-0081,Voice/UCaaS,SITE-16,Atlas Fiber,P3,2025-02-01,16.4,2130.88
INC001032,CI-0081,Voice/UCaaS,SITE-16,Atlas Fiber,P4,2025-05-01,26.1,2677.17
INC001033,CI-0081,Voice/UCaaS,SITE-16,Atlas Fiber,P3,2025-05-01,18.1,1985.57
INC001034,CI-0081,Voice/UCaaS,SITE-16,Atlas Fiber,P3,2025-06-01,35.4,4691.62
INC001035,CI-0081,Voice/UCaaS,SITE-16,Atlas Fiber,P2,2025-06-01,12.1,1159.87
INC001036,CI-0081,Voice/UCaaS,SITE-16,Atlas Fiber,P4,2025-09-01,46.3,5014.42
INC001037,CI-0082,WAN/Circuits,SITE-07,Atlas Fiber,P4,2025-01-01,40.8,4670.83
INC001038,CI-0082,WAN/Circuits,SITE-07,Atlas Fiber,P4,2025-02-01,37.3,4822.62
INC001039,CI-0082,WAN/Circuits,SITE-07,Atlas Fiber,P1,2025-02-01,6.5,816.04
INC001040,CI-0082,WAN/Circuits,SITE-07,Atlas Fiber,P4,2025-03-01,41.1,4020.81
INC001041,CI-0082,WAN/Circuits,SITE-07,Atlas Fiber,P1,2025-03-01,4.6,416.91
INC001042,CI-0082,WAN/Circuits,SITE-07,Atlas Fiber,P3,2025-04-01,15.3,1898.06
INC001043,CI-0082,WAN/Circuits,SITE-07,Atlas Fiber,P4,2025-07-01,56.3,7596.5
INC001044,CI-0082,WAN/Circuits,SITE-07,Atlas Fiber,P1,2025-07-01,3.2,286.81
INC001045,CI-0082,WAN/Circuits,SITE-07,Atlas Fiber,P4,2025-07-01,31.3,2962.99
INC001046,CI-0082,WAN/Circuits,SITE-07,Atlas Fiber,P4,2025-08-01,33.9,4587.65
INC001047,CI-0082,WAN/Circuits,SITE-07,Atlas Fiber,P2,2025-08-01,9.7,1070.21
INC001048,CI-0082,WAN/Circuits,SITE-07,Atlas Fiber,P2,2025-10-01,6.1,544.63
INC001049,CI-0082,WAN/Circuits,SITE-07,Atlas Fiber,P2,2025-12-01,16.8,2176.4
INC001050,CI-0082,WAN/Circuits,SITE-07,Atlas Fiber,P4,2025-12-01,32.4,3685.79
INC001051,CI-0083,Data Center Net,SITE-20,NorthStar Telecom,P3,2025-02-01,12.8,1635.7
INC001052,CI-0083,Data Center Net,SITE-20,NorthStar Telecom,P4,2025-04-01,31.1,3775.94
INC001053,CI-0083,Data Center Net,SITE-20,NorthStar Telecom,P2,2025-05-01,10.5,1068.62
INC001054,CI-0083,Data Center Net,SITE-20,NorthStar Telecom,P1,2025-06-01,4.9,491.07
INC001055,CI-0083,Data Center Net,SITE-20,NorthStar Telecom,P4,2025-08-01,64.0,6857.91
INC001056,CI-0083,Data Center Net,SITE-20,NorthStar Telecom,P3,2025-09-01,20.3,2461.44
INC001057,CI-0084,Cloud Connectivity,SITE-10,Cascade Mobile,P2,2025-02-01,16.7,1657.84
INC001058,CI-0084,Cloud Connectivity,SITE-10,Cascade Mobile,P4,2025-05-01,58.9,7628.75
INC001059,CI-0084,Cloud Connectivity,SITE-10,Cascade Mobile,P3,2025-05-01,34.8,4154.31
INC001060,CI-0084,Cloud Connectivity,SITE-10,Cascade Mobile,P4,2025-10-01,62.8,6233.59
INC001061,CI-0084,Cloud Connectivity,SITE-10,Cascade Mobile,P3,2025-10-01,22.7,2133.61
INC001062,CI-0084,Cloud Connectivity,SITE-10,Cascade Mobile,P2,2025-10-01,9.8,923.2
INC001063,CI-0084,Cloud Connectivity,SITE-10,Cascade Mobile,P4,2025-12-01,27.4,3808.56
INC001064,CI-0085,Data Center Net,SITE-11,NorthStar Telecom,P3,2025-01-01,21.5,2341.16
INC001065,CI-0085,Data Center Net,SITE-11,NorthStar Telecom,P4,2025-01-01,26.6,2317.81
INC001066,CI-0085,Data Center Net,SITE-11,NorthStar Telecom,P4,2025-02-01,34.5,3631.15
INC001067,CI-0085,Data Center Net,SITE-11,NorthStar Telecom,P3,2025-05-01,34.1,3066.13
INC001068,CI-0085,Data Center Net,SITE-11,NorthStar Telecom,P2,2025-05-01,12.3,1583.95
INC001069,CI-0085,Data Center Net,SITE-11,NorthStar Telecom,P4,2025-08-01,58.0,7444.52
INC001070,CI-0085,Data Center Net,SITE-11,NorthStar Telecom,P3,2025-08-01,18.0,2356.73
INC001071,CI-0085,Data Center Net,SITE-11,NorthStar Telecom,P3,2025-08-01,19.6,2343.19
INC001072,CI-0085,Data Center Net,SITE-11,NorthStar Telecom,P4,2025-09-01,27.8,3320.9
INC001073,CI-0085,Data Center Net,SITE-11,NorthStar Telecom,P3,2025-10-01,29.9,3067.49
INC001074,CI-0085,Data Center Net,SITE-11,NorthStar Telecom,P3,2025-10-01,26.2,3015.98
INC001075,CI-0085,Data Center Net,SITE-11,NorthStar Telecom,P3,2025-10-01,21.3,2198.95
INC001076,CI-0086,WAN/Circuits,SITE-09,Cascade Mobile,P4,2025-02-01,36.7,4846.73
INC001077,CI-0086,WAN/Circuits,SITE-09,Cascade Mobile,P2,2025-03-01,13.2,1373.63
INC001078,CI-0086,WAN/Circuits,SITE-09,Cascade Mobile,P4,2025-03-01,70.1,7164.53
INC001079,CI-0086,WAN/Circuits,SITE-09,Cascade Mobile,P3,2025-03-01,20.9,2559.84
INC001080,CI-0086,WAN/Circuits,SITE-09,Cascade Mobile,P4,2025-04-01,37.0,4766.74
INC001081,CI-0086,WAN/Circuits,SITE-09,Cascade Mobile,P3,2025-05-01,13.8,1629.15
INC001082,CI-0086,WAN/Circuits,SITE-09,Cascade Mobile,P2,2025-06-01,12.3,1232.16
INC001083,CI-0086,WAN/Circuits,SITE-09,Cascade Mobile,P4,2025-08-01,46.6,5543.45
INC001084,CI-0086,WAN/Circuits,SITE-09,Cascade Mobile,P3,2025-12-01,28.8,2582.84
INC001085,CI-0086,WAN/Circuits,SITE-09,Cascade Mobile,P4,2025-12-01,38.6,5134.48
INC001086,CI-0087,Wireless/Mobile,SITE-03,NorthStar Telecom,P4,2025-01-01,32.3,4025.46
INC001087,CI-0087,Wireless/Mobile,SITE-03,NorthStar Telecom,P3,2025-02-01,23.5,2685.18
INC001088,CI-0087,Wireless/Mobile,SITE-03,NorthStar Telecom,P3,2025-03-01,32.0,4079.68
INC001089,CI-0087,Wireless/Mobile,SITE-03,NorthStar Telecom,P3,2025-04-01,23.4,3043.43
INC001090,CI-0087,Wireless/Mobile,SITE-03,NorthStar Telecom,P4,2025-05-01,70.0,6586.95
INC001091,CI-0087,Wireless/Mobile,SITE-03,NorthStar Telecom,P1,2025-05-01,3.7,437.43
INC001092,CI-0087,Wireless/Mobile,SITE-03,NorthStar Telecom,P4,2025-09-01,55.9,7325.21
INC001093,CI-0087,Wireless/Mobile,SITE-03,NorthStar Telecom,P3,2025-09-01,34.5,4633.04
INC001094,CI-0087,Wireless/Mobile,SITE-03,NorthStar Telecom,P3,2025-10-01,20.6,1899.55
INC001095,CI-0088,Data Center Net,SITE-19,BlueRidge Comms,P3,2025-02-01,17.9,1808.53
INC001096,CI-0088,Data Center Net,SITE-19,BlueRidge Comms,P4,2025-02-01,30.4,3755.94
INC001097,CI-0088,Data Center Net,SITE-19,BlueRidge Comms,P3,2025-08-01,12.4,1729.84
INC001098,CI-0088,Data Center Net,SITE-19,BlueRidge Comms,P3,2025-09-01,34.9,3244.82
INC001099,CI-0088,Data Center Net,SITE-19,BlueRidge Comms,P2,2025-10-01,13.2,1189.49
INC001100,CI-0088,Data Center Net,SITE-19,BlueRidge Comms,P3,2025-10-01,22.7,2121.76
INC001101,CI-0088,Data Center Net,SITE-19,BlueRidge Comms,P3,2025-11-01,24.5,2640.64
INC001102,CI-0089,Data Center Net,SITE-01,Cascade Mobile,P3,2025-01-01,34.0,4053.41
INC001103,CI-0089,Data Center Net,SITE-01,Cascade Mobile,P4,2025-04-01,60.6,5165.3
INC001104,CI-0089,Data Center Net,SITE-01,Cascade Mobile,P4,2025-05-01,64.4,6994.56
INC001105,CI-0089,Data Center Net,SITE-01,Cascade Mobile,P3,2025-06-01,26.1,2510.46
INC001106,CI-0089,Data Center Net,SITE-01,Cascade Mobile,P4,2025-08-01,49.8,6448.97
INC001107,CI-0089,Data Center Net,SITE-01,Cascade Mobile,P4,2025-09-01,45.4,5839.15
INC001108,CI-0089,Data Center Net,SITE-01,Cascade Mobile,P3,2025-09-01,18.2,2177.29
INC001109,CI-0090,Voice/UCaaS,SITE-04,Cascade Mobile,P4,2025-02-01,55.8,6957.91
INC001110,CI-0090,Voice/UCaaS,SITE-04,Cascade Mobile,P3,2025-02-01,13.6,1307.67
INC001111,CI-0090,Voice/UCaaS,SITE-04,Cascade Mobile,P1,2025-03-01,8.3,907.49
INC001112,CI-0090,Voice/UCaaS,SITE-04,Cascade Mobile,P3,2025-03-01,19.2,2442.45
INC001113,CI-0090,Voice/UCaaS,SITE-04,Cascade Mobile,P4,2025-04-01,55.9,5595.27
INC001114,CI-0090,Voice/UCaaS,SITE-04,Cascade Mobile,P1,2025-06-01,8.8,1029.31
INC001115,CI-0090,Voice/UCaaS,SITE-04,Cascade Mobile,P3,2025-07-01,32.3,2805.01
INC001116,CI-0090,Voice/UCaaS,SITE-04,Cascade Mobile,P4,2025-09-01,63.9,7133.31
INC001117,CI-0090,Voice/UCaaS,SITE-04,Cascade Mobile,P3,2025-09-01,15.4,1832.12
INC001118,CI-0091,Data Center Net,SITE-05,BlueRidge Comms,P3,2025-01-01,21.9,2027.97
INC001119,CI-0091,Data Center Net,SITE-05,BlueRidge Comms,P3,2025-03-01,33.7,2869.04
INC001120,CI-0091,Data Center Net,SITE-05,BlueRidge Comms,P4,2025-04-01,74.0,9628.16
INC001121,CI-0091,Data Center Net,SITE-05,BlueRidge Comms,P3,2025-07-01,24.4,2184.65
INC001122,CI-0091,Data Center Net,SITE-05,BlueRidge Comms,P2,2025-10-01,6.2,845.44
INC001123,CI-0091,Data Center Net,SITE-05,BlueRidge Comms,P4,2025-11-01,57.1,6149.13
INC001124,CI-0091,Data Center Net,SITE-05,BlueRidge Comms,P3,2025-12-01,17.4,2360.7
INC001125,CI-0092,Contact Center,SITE-06,Atlas Fiber,P2,2025-01-01,11.7,1555.6
INC001126,CI-0092,Contact Center,SITE-06,Atlas Fiber,P4,2025-01-01,61.1,6779.58
INC001127,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-02-01,27.2,2322.71
INC001128,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-03-01,12.1,1306.45
INC001129,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-04-01,33.5,3383.27
INC001130,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-04-01,26.3,2576.62
INC001131,CI-0092,Contact Center,SITE-06,Atlas Fiber,P4,2025-05-01,45.3,4963.09
INC001132,CI-0092,Contact Center,SITE-06,Atlas Fiber,P4,2025-05-01,50.6,7059.45
INC001133,CI-0092,Contact Center,SITE-06,Atlas Fiber,P4,2025-05-01,38.0,3704.07
INC001134,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-06-01,26.3,3425.03
INC001135,CI-0092,Contact Center,SITE-06,Atlas Fiber,P4,2025-06-01,27.4,2835.48
INC001136,CI-0092,Contact Center,SITE-06,Atlas Fiber,P4,2025-07-01,51.8,6706.67
INC001137,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-07-01,27.5,2842.18
INC001138,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-07-01,15.9,1998.94
INC001139,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-07-01,20.0,2086.02
INC001140,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-07-01,27.2,3334.79
INC001141,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-07-01,23.2,2585.24
INC001142,CI-0092,Contact Center,SITE-06,Atlas Fiber,P4,2025-08-01,32.2,4045.25
INC001143,CI-0092,Contact Center,SITE-06,Atlas Fiber,P4,2025-08-01,60.0,7285.57
INC001144,CI-0092,Contact Center,SITE-06,Atlas Fiber,P1,2025-08-01,7.9,888.39
INC001145,CI-0092,Contact Center,SITE-06,Atlas Fiber,P2,2025-09-01,18.0,1844.96
INC001146,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-10-01,13.9,1382.29
INC001147,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-10-01,37.7,3370.18
INC001148,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-10-01,29.6,3453.15
INC001149,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-10-01,24.2,2415.29
INC001150,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-10-01,22.1,2737.25
INC001151,CI-0092,Contact Center,SITE-06,Atlas Fiber,P4,2025-11-01,36.9,4659.95
INC001152,CI-0092,Contact Center,SITE-06,Atlas Fiber,P2,2025-11-01,17.2,1637.34
INC001153,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-11-01,37.5,4381.61
INC001154,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-11-01,12.0,1025.89
INC001155,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-12-01,21.8,2108.14
INC001156,CI-0092,Contact Center,SITE-06,Atlas Fiber,P4,2025-12-01,59.9,6167.68
INC001157,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-12-01,18.0,2081.62
INC001158,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-12-01,35.1,4005.24
INC001159,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-12-01,31.8,4284.67
INC001160,CI-0092,Contact Center,SITE-06,Atlas Fiber,P4,2025-12-01,50.1,5243.99
INC001161,CI-0092,Contact Center,SITE-06,Atlas Fiber,P3,2025-12-01,33.6,4659.71
INC001162,CI-0093,Voice/UCaaS,SITE-03,Cascade Mobile,P2,2025-02-01,9.3,801.37
INC001163,CI-0093,Voice/UCaaS,SITE-03,Cascade Mobile,P2,2025-05-01,14.9,1419.55
INC001164,CI-0093,Voice/UCaaS,SITE-03,Cascade Mobile,P3,2025-07-01,28.8,3037.87
INC001165,CI-0093,Voice/UCaaS,SITE-03,Cascade Mobile,P3,2025-09-01,35.4,3219.38
INC001166,CI-0094,Contact Center,SITE-01,Meridian Networks,P2,2025-01-01,15.0,1568.3
INC001167,CI-0094,Contact Center,SITE-01,Meridian Networks,P4,2025-01-01,35.0,3644.13
INC001168,CI-0094,Contact Center,SITE-01,Meridian Networks,P4,2025-01-01,70.7,7150.62
INC001169,CI-0094,Contact Center,SITE-01,Meridian Networks,P2,2025-02-01,12.2,1531.08
INC001170,CI-0094,Contact Center,SITE-01,Meridian Networks,P3,2025-02-01,20.3,2465.82
INC001171,CI-0094,Contact Center,SITE-01,Meridian Networks,P3,2025-02-01,37.4,3905.28
INC001172,CI-0094,Contact Center,SITE-01,Meridian Networks,P4,2025-02-01,53.3,4758.58
INC001173,CI-0094,Contact Center,SITE-01,Meridian Networks,P3,2025-02-01,12.8,1640.18
INC001174,CI-0094,Contact Center,SITE-01,Meridian Networks,P4,2025-02-01,26.7,2999.59
INC001175,CI-0094,Contact Center,SITE-01,Meridian Networks,P1,2025-03-01,6.5,638.17
