ci_id,service_area,period,uptime_pct,latency_ms,packet_loss_pct,mtbf_hours
CI-0077,Wireless/Mobile,2025-03-01,100.0,37.8,0.196,1668
CI-0077,Wireless/Mobile,2025-04-01,99.939,28.4,0.188,1135
CI-0077,Wireless/Mobile,2025-05-01,99.937,51.5,0.212,1074
CI-0077,Wireless/Mobile,2025-06-01,99.783,27.8,0.1,1625
CI-0077,Wireless/Mobile,2025-07-01,99.676,31.1,0.103,1525
CI-0077,Wireless/Mobile,2025-08-01,99.477,26.1,0.15,1567
CI-0077,Wireless/Mobile,2025-09-01,99.547,23.7,0.348,952
CI-0077,Wireless/Mobile,2025-10-01,99.466,30.0,0.222,1612
CI-0077,Wireless/Mobile,2025-11-01,99.938,29.3,0.288,1539
CI-0077,Wireless/Mobile,2025-12-01,99.087,50.2,0.0,1583
CI-0078,Cloud Connectivity,2025-01-01,99.717,37.2,0.126,1665
CI-0078,Cloud Connectivity,2025-02-01,99.132,34.5,0.115,1364
CI-0078,Cloud Connectivity,2025-03-01,99.729,43.6,0.149,1656
CI-0078,Cloud Connectivity,2025-04-01,99.615,27.9,0.161,1440
CI-0078,Cloud Connectivity,2025-05-01,99.391,38.4,0.235,1181
CI-0078,Cloud Connectivity,2025-06-01,99.105,38.4,0.078,1560
CI-0078,Cloud Connectivity,2025-07-01,99.834,24.8,0.0,1834
CI-0078,Cloud Connectivity,2025-08-01,99.705,31.6,0.06,1397
CI-0078,Cloud Connectivity,2025-09-01,99.243,42.1,0.083,1718
CI-0078,Cloud Connectivity,2025-10-01,99.48,26.7,0.136,975
CI-0078,Cloud Connectivity,2025-11-01,99.564,33.6,0.324,1122
CI-0078,Cloud Connectivity,2025-12-01,99.949,41.6,0.388,1489
CI-0079,Data Center Net,2025-01-01,99.904,23.2,0.307,1345
CI-0079,Data Center Net,2025-02-01,99.105,26.0,0.201,1335
CI-0079,Data Center Net,2025-03-01,99.713,20.5,0.0,1774
CI-0079,Data Center Net,2025-04-01,99.871,26.6,0.2,1703
CI-0079,Data Center Net,2025-05-01,99.726,36.2,0.364,1353
CI-0079,Data Center Net,2025-06-01,99.609,34.9,0.159,1422
CI-0079,Data Center Net,2025-07-01,99.622,35.3,0.043,1660
CI-0079,Data Center Net,2025-08-01,99.307,33.3,0.156,1571
CI-0079,Data Center Net,2025-09-01,98.964,42.1,0.098,1743
CI-0079,Data Center Net,2025-10-01,99.457,34.6,0.487,1444
CI-0079,Data Center Net,2025-11-01,99.972,35.3,0.262,1513
CI-0079,Data Center Net,2025-12-01,99.854,29.5,0.052,1372
CI-0080,Contact Center,2025-01-01,99.63,34.1,0.515,1719
CI-0080,Contact Center,2025-02-01,99.307,30.8,0.401,1822
CI-0080,Contact Center,2025-03-01,99.691,41.3,0.624,1374
CI-0080,Contact Center,2025-04-01,99.753,36.3,1.195,1795
CI-0080,Contact Center,2025-05-01,99.316,31.0,1.11,1612
CI-0080,Contact Center,2025-06-01,99.913,38.9,1.455,1086
CI-0080,Contact Center,2025-07-01,99.867,37.8,1.619,1330
CI-0080,Contact Center,2025-08-01,99.544,39.8,1.868,1325
CI-0080,Contact Center,2025-09-01,100.0,47.2,2.195,1085
CI-0080,Contact Center,2025-10-01,99.388,48.6,2.309,798
CI-0080,Contact Center,2025-11-01,99.502,43.5,2.415,1338
CI-0080,Contact Center,2025-12-01,99.744,56.0,2.74,1016
CI-0081,Voice/UCaaS,2025-01-01,99.319,35.1,0.202,1226
CI-0081,Voice/UCaaS,2025-02-01,99.438,32.4,0.262,1592
CI-0081,Voice/UCaaS,2025-03-01,99.426,38.8,0.173,926
CI-0081,Voice/UCaaS,2025-04-01,99.455,43.6,0.0,1522
CI-0081,Voice/UCaaS,2025-05-01,100.0,28.9,0.2,1239
CI-0081,Voice/UCaaS,2025-06-01,100.0,34.3,0.207,1770
CI-0081,Voice/UCaaS,2025-07-01,99.798,28.0,0.103,1598
CI-0081,Voice/UCaaS,2025-08-01,99.413,18.1,0.192,1203
CI-0081,Voice/UCaaS,2025-09-01,100.0,36.4,0.064,1360
CI-0081,Voice/UCaaS,2025-10-01,99.033,26.2,0.352,1946
CI-0081,Voice/UCaaS,2025-11-01,99.818,34.3,0.135,1308
CI-0081,Voice/UCaaS,2025-12-01,100.0,33.5,0.517,1778
CI-0082,WAN/Circuits,2025-01-01,99.078,29.7,0.1,1484
CI-0082,WAN/Circuits,2025-02-01,99.582,59.0,0.038,1545
CI-0082,WAN/Circuits,2025-03-01,99.785,35.0,0.217,1291
CI-0082,WAN/Circuits,2025-04-01,99.632,39.1,0.249,1614
CI-0082,WAN/Circuits,2025-05-01,100.0,42.5,0.211,1265
CI-0082,WAN/Circuits,2025-06-01,99.42,33.2,0.238,1404
CI-0082,WAN/Circuits,2025-07-01,99.319,25.5,0.0,1453
CI-0082,WAN/Circuits,2025-08-01,99.159,27.0,0.141,1232
CI-0082,WAN/Circuits,2025-09-01,99.714,40.9,0.118,1412
CI-0082,WAN/Circuits,2025-10-01,99.761,29.3,0.083,1739
CI-0082,WAN/Circuits,2025-11-01,99.865,39.8,0.339,1104
CI-0082,WAN/Circuits,2025-12-01,100.0,38.1,0.352,1577
CI-0083,Data Center Net,2025-01-01,99.615,32.8,0.255,1437
CI-0083,Data Center Net,2025-02-01,99.86,22.3,0.119,1908
CI-0083,Data Center Net,2025-03-01,99.412,33.1,0.068,1567
CI-0083,Data Center Net,2025-04-01,99.379,33.5,0.327,1360
CI-0083,Data Center Net,2025-05-01,99.837,41.6,0.358,1528
CI-0083,Data Center Net,2025-06-01,100.0,43.4,0.249,1324
CI-0083,Data Center Net,2025-07-01,99.571,46.4,0.456,1795
CI-0083,Data Center Net,2025-08-01,99.836,25.0,0.273,1251
CI-0083,Data Center Net,2025-09-01,99.154,36.9,0.278,1680
CI-0083,Data Center Net,2025-10-01,99.749,39.3,0.052,1479
CI-0083,Data Center Net,2025-11-01,99.148,19.0,0.311,1349
CI-0083,Data Center Net,2025-12-01,99.862,43.9,0.107,1618
CI-0084,Cloud Connectivity,2025-01-01,99.402,20.2,0.218,1405
CI-0084,Cloud Connectivity,2025-02-01,99.468,50.8,0.0,1576
CI-0084,Cloud Connectivity,2025-03-01,99.302,42.3,0.245,1575
CI-0084,Cloud Connectivity,2025-04-01,99.317,28.9,0.339,1854
CI-0084,Cloud Connectivity,2025-05-01,99.744,27.8,0.251,1985
CI-0084,Cloud Connectivity,2025-06-01,99.631,46.7,0.089,1491
CI-0084,Cloud Connectivity,2025-07-01,99.786,38.2,0.085,1338
CI-0084,Cloud Connectivity,2025-08-01,99.896,44.5,0.427,1860
CI-0084,Cloud Connectivity,2025-09-01,99.64,32.5,0.403,1642
CI-0084,Cloud Connectivity,2025-10-01,99.305,26.7,0.274,1464
CI-0084,Cloud Connectivity,2025-11-01,99.592,43.6,0.314,1765
CI-0084,Cloud Connectivity,2025-12-01,99.021,37.0,0.304,1194
CI-0085,Data Center Net,2025-01-01,99.404,28.3,0.203,1825
CI-0085,Data Center Net,2025-02-01,100.0,28.5,0.279,1611
CI-0085,Data Center Net,2025-03-01,99.716,38.2,0.246,1837
CI-0085,Data Center Net,2025-04-01,99.931,26.5,0.319,1678
CI-0085,Data Center Net,2025-05-01,99.694,44.1,0.228,1540
CI-0085,Data Center Net,2025-06-01,99.636,18.9,0.188,1366
CI-0085,Data Center Net,2025-07-01,99.244,46.5,0.276,1494
CI-0085,Data Center Net,2025-08-01,99.431,37.4,0.349,1334
CI-0085,Data Center Net,2025-09-01,99.599,41.9,0.0,1488
CI-0085,Data Center Net,2025-10-01,99.471,33.9,0.125,1527
CI-0085,Data Center Net,2025-11-01,100.0,32.4,0.244,1898
CI-0085,Data Center Net,2025-12-01,99.435,49.5,0.201,1856
CI-0086,WAN/Circuits,2025-01-01,99.825,37.5,0.19,1375
CI-0086,WAN/Circuits,2025-02-01,99.623,42.2,0.198,1436
CI-0086,WAN/Circuits,2025-03-01,99.525,42.9,0.384,1366
CI-0086,WAN/Circuits,2025-04-01,99.399,38.0,0.429,1729
CI-0086,WAN/Circuits,2025-05-01,99.224,32.9,0.06,1446
CI-0086,WAN/Circuits,2025-06-01,100.0,23.6,0.0,1334
CI-0086,WAN/Circuits,2025-07-01,99.686,40.0,0.266,1735
CI-0086,WAN/Circuits,2025-08-01,99.071,44.5,0.153,1646
CI-0086,WAN/Circuits,2025-09-01,99.203,35.0,0.235,1731
CI-0086,WAN/Circuits,2025-10-01,99.124,35.2,0.037,1601
CI-0086,WAN/Circuits,2025-11-01,99.833,45.3,0.12,1685
CI-0086,WAN/Circuits,2025-12-01,100.0,21.9,0.292,1691
CI-0087,Wireless/Mobile,2025-01-01,99.522,25.3,0.341,1260
CI-0087,Wireless/Mobile,2025-02-01,99.546,34.7,0.307,1374
CI-0087,Wireless/Mobile,2025-03-01,99.395,35.8,0.351,1957
CI-0087,Wireless/Mobile,2025-04-01,99.148,37.5,0.037,1703
CI-0087,Wireless/Mobile,2025-05-01,99.318,29.6,0.112,1484
CI-0087,Wireless/Mobile,2025-06-01,99.697,38.9,0.199,1234
CI-0087,Wireless/Mobile,2025-07-01,99.818,34.6,0.374,1358
CI-0087,Wireless/Mobile,2025-08-01,99.119,34.7,0.394,1532
CI-0087,Wireless/Mobile,2025-09-01,99.54,28.0,0.464,1294
CI-0087,Wireless/Mobile,2025-10-01,99.382,39.6,0.0,1754
CI-0087,Wireless/Mobile,2025-11-01,99.787,42.2,0.284,1467
CI-0087,Wireless/Mobile,2025-12-01,99.281,33.9,0.054,1597
CI-0088,Data Center Net,2025-01-01,99.842,46.8,0.256,1684
CI-0088,Data Center Net,2025-02-01,99.511,31.2,0.271,1422
CI-0088,Data Center Net,2025-03-01,99.681,26.5,0.068,1627
CI-0088,Data Center Net,2025-04-01,99.866,27.1,0.301,1393
CI-0088,Data Center Net,2025-05-01,99.605,46.3,0.321,1659
CI-0088,Data Center Net,2025-06-01,100.0,29.4,0.052,1355
CI-0088,Data Center Net,2025-07-01,99.524,16.2,0.169,1391
CI-0088,Data Center Net,2025-08-01,99.835,37.8,0.11,1617
CI-0088,Data Center Net,2025-09-01,99.817,28.9,0.126,1054
CI-0088,Data Center Net,2025-10-01,99.273,29.1,0.211,1310
CI-0088,Data Center Net,2025-11-01,99.446,25.2,0.226,1585
CI-0088,Data Center Net,2025-12-01,99.721,35.1,0.0,1376
CI-0089,Data Center Net,2025-01-01,99.478,31.8,0.211,1785
CI-0089,Data Center Net,2025-02-01,99.844,27.1,0.302,1628
CI-0089,Data Center Net,2025-03-01,99.358,41.8,0.176,1218
CI-0089,Data Center Net,2025-04-01,99.737,36.7,0.166,1492
CI-0089,Data Center Net,2025-05-01,99.384,39.9,0.193,1533
CI-0089,Data Center Net,2025-06-01,99.707,25.8,0.066,1058
CI-0089,Data Center Net,2025-07-01,99.769,25.3,0.22,1574
CI-0089,Data Center Net,2025-08-01,99.781,25.4,0.19,1834
CI-0089,Data Center Net,2025-09-01,100.0,42.9,0.251,1298
CI-0089,Data Center Net,2025-10-01,99.816,33.7,0.284,1373
CI-0089,Data Center Net,2025-11-01,99.548,36.3,0.237,1598
CI-0089,Data Center Net,2025-12-01,99.426,24.3,0.444,1997
CI-0090,Voice/UCaaS,2025-01-01,99.734,24.4,0.084,1601
CI-0090,Voice/UCaaS,2025-02-01,100.0,25.3,0.181,1539
CI-0090,Voice/UCaaS,2025-03-01,99.859,32.3,0.0,1624
CI-0090,Voice/UCaaS,2025-04-01,99.937,34.3,0.261,1405
CI-0090,Voice/UCaaS,2025-05-01,99.346,43.2,0.258,1598
CI-0090,Voice/UCaaS,2025-06-01,100.0,26.6,0.117,1531
CI-0090,Voice/UCaaS,2025-07-01,99.431,41.3,0.172,1301
CI-0090,Voice/UCaaS,2025-08-01,99.62,36.4,0.34,1578
CI-0090,Voice/UCaaS,2025-09-01,99.738,37.6,0.172,1356
CI-0090,Voice/UCaaS,2025-10-01,99.687,32.3,0.453,1768
CI-0090,Voice/UCaaS,2025-11-01,99.79,38.0,0.187,1247
CI-0090,Voice/UCaaS,2025-12-01,99.535,35.8,0.234,1593
CI-0091,Data Center Net,2025-01-01,99.876,29.5,0.098,1790
CI-0091,Data Center Net,2025-02-01,99.831,31.9,0.184,1479
CI-0091,Data Center Net,2025-03-01,99.609,38.8,0.58,1537
CI-0091,Data Center Net,2025-04-01,99.799,21.5,0.127,1745
CI-0091,Data Center Net,2025-05-01,99.721,1.0,0.301,1883
CI-0091,Data Center Net,2025-06-01,99.001,47.2,0.0,1687
CI-0091,Data Center Net,2025-07-01,99.597,16.2,0.267,1730
CI-0091,Data Center Net,2025-08-01,99.709,39.7,0.138,1127
CI-0091,Data Center Net,2025-09-01,99.808,49.0,0.369,1102
CI-0091,Data Center Net,2025-10-01,99.146,28.2,0.0,1508
CI-0091,Data Center Net,2025-11-01,99.718,23.6,0.317,1620
CI-0091,Data Center Net,2025-12-01,99.436,33.6,0.0,1433
CI-0092,Contact Center,2025-01-01,99.602,37.2,0.465,1507
CI-0092,Contact Center,2025-02-01,99.521,39.0,0.767,1397
CI-0092,Contact Center,2025-03-01,99.695,36.0,0.728,1479
CI-0092,Contact Center,2025-04-01,99.433,41.4,1.038,1272
CI-0092,Contact Center,2025-05-01,99.502,35.1,0.995,1368
CI-0092,Contact Center,2025-06-01,99.669,46.8,1.37,1629
CI-0092,Contact Center,2025-07-01,99.486,33.8,1.509,861
CI-0092,Contact Center,2025-08-01,100.0,52.6,1.957,987
CI-0092,Contact Center,2025-09-01,100.0,39.7,2.035,1412
CI-0092,Contact Center,2025-10-01,99.798,60.9,2.321,1003
CI-0092,Contact Center,2025-11-01,99.416,29.4,2.45,1270
CI-0092,Contact Center,2025-12-01,99.78,45.2,2.551,1045
CI-0093,Voice/UCaaS,2025-01-01,99.904,38.4,0.225,1340
CI-0093,Voice/UCaaS,2025-02-01,99.86,9.9,0.257,2014
CI-0093,Voice/UCaaS,2025-03-01,99.147,33.1,0.199,1407
CI-0093,Voice/UCaaS,2025-04-01,99.911,38.8,0.223,1659
CI-0093,Voice/UCaaS,2025-05-01,99.605,60.4,0.223,1539
CI-0093,Voice/UCaaS,2025-06-01,99.087,30.7,0.372,1232
CI-0093,Voice/UCaaS,2025-07-01,98.953,35.3,0.406,1508
CI-0093,Voice/UCaaS,2025-08-01,99.499,20.1,0.268,1632
CI-0093,Voice/UCaaS,2025-09-01,99.065,44.1,0.315,1726
CI-0093,Voice/UCaaS,2025-10-01,99.775,40.2,0.278,1673
CI-0093,Voice/UCaaS,2025-11-01,99.054,23.0,0.09,1474
CI-0093,Voice/UCaaS,2025-12-01,99.716,37.6,0.368,1729
CI-0094,Contact Center,2025-01-01,99.338,37.7,0.281,1420
CI-0094,Contact Center,2025-02-01,99.697,9.4,0.978,1529
CI-0094,Contact Center,2025-03-01,99.421,52.9,0.773,1401
CI-0094,Contact Center,2025-04-01,99.454,51.5,1.018,1363
CI-0094,Contact Center,2025-05-01,99.961,43.8,1.234,1513
CI-0094,Contact Center,2025-06-01,100.0,42.5,1.468,1284
CI-0094,Contact Center,2025-07-01,99.993,36.0,1.617,900
CI-0094,Contact Center,2025-08-01,99.245,37.5,1.858,1520
CI-0094,Contact Center,2025-09-01,99.761,35.2,1.966,1399
CI-0094,Contact Center,2025-10-01,99.938,43.6,2.217,1308
CI-0094,Contact Center,2025-11-01,99.302,47.3,2.833,1082
CI-0094,Contact Center,2025-12-01,99.367,48.3,2.629,721
CI-0095,Wireless/Mobile,2025-01-01,99.81,43.9,0.153,1424
CI-0095,Wireless/Mobile,2025-02-01,99.312,33.8,0.116,1297
CI-0095,Wireless/Mobile,2025-03-01,100.0,38.7,0.286,1676
CI-0095,Wireless/Mobile,2025-04-01,99.831,31.7,0.241,1446
CI-0095,Wireless/Mobile,2025-05-01,99.732,37.7,0.143,1234
CI-0095,Wireless/Mobile,2025-06-01,99.644,33.4,0.0,1601
CI-0095,Wireless/Mobile,2025-07-01,99.89,55.2,0.141,1392
CI-0095,Wireless/Mobile,2025-08-01,99.267,36.7,0.23,1337
CI-0095,Wireless/Mobile,2025-09-01,99.548,19.2,0.339,1345
CI-0095,Wireless/Mobile,2025-10-01,99.59,23.6,0.113,1444
CI-0095,Wireless/Mobile,2025-11-01,99.597,38.8,0.416,1646
CI-0095,Wireless/Mobile,2025-12-01,99.889,46.6,0.285,1492
CI-0096,Wireless/Mobile,2025-01-01,99.903,43.6,0.297,1209
CI-0096,Wireless/Mobile,2025-02-01,99.348,32.8,0.317,1495
CI-0096,Wireless/Mobile,2025-03-01,99.941,45.5,0.38,1741
CI-0096,Wireless/Mobile,2025-04-01,99.289,38.9,0.109,1170
CI-0096,Wireless/Mobile,2025-05-01,99.514,45.6,0.269,1903
CI-0096,Wireless/Mobile,2025-06-01,99.653,54.6,0.227,1504
CI-0096,Wireless/Mobile,2025-07-01,99.216,43.9,0.125,1370
CI-0096,Wireless/Mobile,2025-08-01,99.984,44.3,0.37,1427
CI-0096,Wireless/Mobile,2025-09-01,99.585,34.5,0.317,1810
CI-0096,Wireless/Mobile,2025-10-01,99.71,50.8,0.335,1453
CI-0096,Wireless/Mobile,2025-11-01,99.849,48.6,0.5,1737
CI-0096,Wireless/Mobile,2025-12-01,99.608,33.3,0.286,1834
CI-0097,Data Center Net,2025-01-01,99.73,38.6,0.208,1434
CI-0097,Data Center Net,2025-02-01,99.551,36.1,0.458,1452
CI-0097,Data Center Net,2025-03-01,99.616,28.1,0.307,1773
CI-0097,Data Center Net,2025-04-01,100.0,36.6,0.286,1469
CI-0097,Data Center Net,2025-05-01,99.758,37.5,0.209,1527
CI-0097,Data Center Net,2025-06-01,99.736,32.6,0.164,1841
CI-0097,Data Center Net,2025-07-01,100.0,25.4,0.011,1308
CI-0097,Data Center Net,2025-08-01,99.569,42.2,0.289,1534
CI-0097,Data Center Net,2025-09-01,99.759,29.5,0.163,1495
CI-0097,Data Center Net,2025-10-01,99.125,25.7,0.032,1652
CI-0097,Data Center Net,2025-11-01,99.674,39.9,0.0,1203
CI-0097,Data Center Net,2025-12-01,99.799,12.8,0.384,1135
CI-0098,Cloud Connectivity,2025-01-01,99.853,27.9,0.357,2141
CI-0098,Cloud Connectivity,2025-02-01,98.918,40.6,0.0,1585
CI-0098,Cloud Connectivity,2025-03-01,99.538,36.0,0.063,1656
CI-0098,Cloud Connectivity,2025-04-01,99.165,44.9,0.139,1219
CI-0098,Cloud Connectivity,2025-05-01,100.0,34.5,0.486,1744
CI-0098,Cloud Connectivity,2025-06-01,99.361,34.3,0.218,1805
CI-0098,Cloud Connectivity,2025-07-01,99.731,36.4,0.17,1489
CI-0098,Cloud Connectivity,2025-08-01,99.991,35.0,0.141,1387
CI-0098,Cloud Connectivity,2025-09-01,99.434,23.8,0.087,1799
CI-0098,Cloud Connectivity,2025-10-01,99.538,40.6,0.0,1613
CI-0098,Cloud Connectivity,2025-11-01,99.552,31.1,0.227,1400
CI-0098,Cloud Connectivity,2025-12-01,98.963,42.4,0.236,1437
CI-0099,WAN/Circuits,2025-01-01,99.31,23.2,0.234,1822
CI-0099,WAN/Circuits,2025-02-01,99.661,23.9,0.234,1489
CI-0099,WAN/Circuits,2025-03-01,99.859,39.9,0.0,1609
CI-0099,WAN/Circuits,2025-04-01,99.299,23.6,0.172,1582
CI-0099,WAN/Circuits,2025-05-01,99.108,40.6,0.315,1509
CI-0099,WAN/Circuits,2025-06-01,99.34,27.2,0.354,1197
CI-0099,WAN/Circuits,2025-07-01,99.919,33.7,0.186,1158
CI-0099,WAN/Circuits,2025-08-01,99.556,39.9,0.0,1599
CI-0099,WAN/Circuits,2025-09-01,99.627,29.8,0.328,1059
CI-0099,WAN/Circuits,2025-10-01,99.704,48.0,0.416,1577
CI-0099,WAN/Circuits,2025-11-01,99.509,29.9,0.155,1608
CI-0099,WAN/Circuits,2025-12-01,99.358,41.1,0.52,1487
CI-0100,Data Center Net,2025-01-01,99.197,24.2,0.316,1488
CI-0100,Data Center Net,2025-02-01,99.863,30.7,0.325,1468
CI-0100,Data Center Net,2025-03-01,99.38,31.8,0.02,1897
CI-0100,Data Center Net,2025-04-01,99.571,40.2,0.119,1289
CI-0100,Data Center Net,2025-05-01,99.53,43.8,0.122,1325
CI-0100,Data Center Net,2025-06-01,99.647,39.0,0.446,1570
CI-0100,Data Center Net,2025-07-01,99.793,40.8,0.027,1307
CI-0100,Data Center Net,2025-08-01,99.275,24.3,0.319,1558
CI-0100,Data Center Net,2025-09-01,99.624,14.3,0.508,1321
CI-0100,Data Center Net,2025-10-01,100.0,23.4,0.078,1059
CI-0100,Data Center Net,2025-11-01,99.709,26.2,0.039,1225
CI-0100,Data Center Net,2025-12-01,99.833,40.7,0.472,1362
CI-0101,Wireless/Mobile,2025-01-01,99.666,24.7,0.15,1396
CI-0101,Wireless/Mobile,2025-02-01,99.739,43.1,0.349,1331
CI-0101,Wireless/Mobile,2025-03-01,99.9,34.6,0.151,1358
CI-0101,Wireless/Mobile,2025-04-01,99.432,48.9,0.246,1534
CI-0101,Wireless/Mobile,2025-05-01,99.521,54.6,0.396,1355
CI-0101,Wireless/Mobile,2025-06-01,99.518,33.3,0.222,1359
CI-0101,Wireless/Mobile,2025-07-01,99.732,46.6,0.003,1274
CI-0101,Wireless/Mobile,2025-08-01,99.455,31.5,0.5,1700
CI-0101,Wireless/Mobile,2025-09-01,99.883,32.9,0.157,1209
CI-0101,Wireless/Mobile,2025-10-01,99.835,38.9,0.393,1457
CI-0101,Wireless/Mobile,2025-11-01,99.557,36.4,0.334,1205
CI-0101,Wireless/Mobile,2025-12-01,99.821,34.8,0.041,1083
CI-0102,Data Center Net,2025-01-01,99.559,46.6,0.451,1571
CI-0102,Data Center Net,2025-02-01,100.0,34.7,0.343,1409
CI-0102,Data Center Net,2025-03-01,99.446,29.6,0.0,1757
CI-0102,Data Center Net,2025-04-01,99.408,28.6,0.023,1459
CI-0102,Data Center Net,2025-05-01,100.0,51.8,0.0,1429
CI-0102,Data Center Net,2025-06-01,99.29,42.9,0.243,1372
CI-0102,Data Center Net,2025-07-01,99.622,31.2,0.442,1609
CI-0102,Data Center Net,2025-08-01,99.801,13.7,0.19,1916
CI-0102,Data Center Net,2025-09-01,99.998,20.2,0.153,1259
CI-0102,Data Center Net,2025-10-01,100.0,37.0,0.085,1506
CI-0102,Data Center Net,2025-11-01,98.818,26.3,0.205,1669
CI-0102,Data Center Net,2025-12-01,99.018,32.0,0.351,1209
CI-0103,WAN/Circuits,2025-01-01,99.669,35.5,0.457,1453
CI-0103,WAN/Circuits,2025-02-01,99.549,41.8,0.001,1455
CI-0103,WAN/Circuits,2025-03-01,99.463,33.9,0.327,1610
CI-0103,WAN/Circuits,2025-04-01,99.375,36.1,0.424,1333
CI-0103,WAN/Circuits,2025-05-01,99.644,33.5,0.191,1173
CI-0103,WAN/Circuits,2025-06-01,100.0,28.8,0.354,1375
CI-0103,WAN/Circuits,2025-07-01,99.412,44.7,0.349,1541
CI-0103,WAN/Circuits,2025-08-01,99.828,32.7,0.199,1367
CI-0103,WAN/Circuits,2025-09-01,99.871,29.5,0.423,1436
CI-0103,WAN/Circuits,2025-10-01,99.606,41.1,0.204,1440
CI-0103,WAN/Circuits,2025-11-01,99.591,42.2,0.101,1474
CI-0103,WAN/Circuits,2025-12-01,99.603,41.9,0.185,1861
CI-0104,Data Center Net,2025-01-01,99.553,33.1,0.174,1236
CI-0104,Data Center Net,2025-02-01,99.289,30.8,0.37,1493
CI-0104,Data Center Net,2025-03-01,99.455,44.8,0.433,1751
CI-0104,Data Center Net,2025-04-01,99.344,31.0,0.472,1548
CI-0104,Data Center Net,2025-05-01,99.52,40.7,0.351,1385
CI-0104,Data Center Net,2025-06-01,99.666,42.4,0.026,1502
CI-0104,Data Center Net,2025-07-01,99.266,27.1,0.116,1595
CI-0104,Data Center Net,2025-08-01,99.503,29.8,0.208,1270
CI-0104,Data Center Net,2025-09-01,99.729,44.1,0.188,1459
CI-0104,Data Center Net,2025-10-01,99.712,18.8,0.281,2120
CI-0104,Data Center Net,2025-11-01,99.563,34.0,0.312,1829
CI-0104,Data Center Net,2025-12-01,99.892,17.8,0.285,2014
CI-0105,Data Center Net,2025-01-01,99.787,25.8,0.242,1243
CI-0105,Data Center Net,2025-02-01,99.97,27.4,0.211,1328
CI-0105,Data Center Net,2025-03-01,99.436,46.9,0.216,1388
CI-0105,Data Center Net,2025-04-01,99.256,20.0,0.012,1522
CI-0105,Data Center Net,2025-05-01,99.894,30.5,0.436,1356
CI-0105,Data Center Net,2025-06-01,99.529,26.4,0.349,1919
CI-0105,Data Center Net,2025-07-01,99.071,32.2,0.39,1210
CI-0105,Data Center Net,2025-08-01,99.77,44.8,0.212,1610
CI-0105,Data Center Net,2025-09-01,100.0,50.6,0.191,1393
CI-0105,Data Center Net,2025-10-01,99.324,42.8,0.0,1449
CI-0105,Data Center Net,2025-11-01,99.631,31.0,0.242,2012
CI-0105,Data Center Net,2025-12-01,99.564,31.5,0.352,1547
CI-0106,Data Center Net,2025-01-01,100.0,36.3,0.163,1143
CI-0106,Data Center Net,2025-02-01,99.114,20.3,0.257,1227
CI-0106,Data Center Net,2025-03-01,99.977,35.2,0.163,1331
CI-0106,Data Center Net,2025-04-01,99.787,28.6,0.052,1737
CI-0106,Data Center Net,2025-05-01,99.706,33.1,0.296,1501
CI-0106,Data Center Net,2025-06-01,99.715,28.5,0.511,1384
CI-0106,Data Center Net,2025-07-01,100.0,33.5,0.321,1646
CI-0106,Data Center Net,2025-08-01,99.944,28.3,0.361,1869
CI-0106,Data Center Net,2025-09-01,99.522,35.3,0.121,1430
CI-0106,Data Center Net,2025-10-01,100.0,27.0,0.059,1822
CI-0106,Data Center Net,2025-11-01,99.787,52.0,0.132,1525
CI-0106,Data Center Net,2025-12-01,99.402,36.1,0.0,1636
CI-0107,Cloud Connectivity,2025-01-01,99.697,34.5,0.141,1321
CI-0107,Cloud Connectivity,2025-02-01,99.818,25.6,0.277,1914
CI-0107,Cloud Connectivity,2025-03-01,100.0,23.0,0.119,1584
CI-0107,Cloud Connectivity,2025-04-01,99.579,23.8,0.258,1497
CI-0107,Cloud Connectivity,2025-05-01,100.0,33.0,0.375,1246
CI-0107,Cloud Connectivity,2025-06-01,99.292,40.8,0.363,1308
CI-0107,Cloud Connectivity,2025-07-01,99.607,23.9,0.173,1667
CI-0107,Cloud Connectivity,2025-08-01,99.47,33.0,0.031,1370
CI-0107,Cloud Connectivity,2025-09-01,100.0,35.6,0.05,1437
CI-0107,Cloud Connectivity,2025-10-01,99.121,26.9,0.404,1471
CI-0107,Cloud Connectivity,2025-11-01,100.0,34.2,0.195,1628
CI-0107,Cloud Connectivity,2025-12-01,98.798,36.6,0.193,1797
CI-0108,Voice/UCaaS,2025-01-01,99.889,25.9,0.386,1447
CI-0108,Voice/UCaaS,2025-02-01,99.329,36.6,0.17,1807
CI-0108,Voice/UCaaS,2025-03-01,99.702,36.6,0.335,1718
CI-0108,Voice/UCaaS,2025-04-01,99.835,46.4,0.291,1533
CI-0108,Voice/UCaaS,2025-05-01,99.972,34.3,0.205,1844
CI-0108,Voice/UCaaS,2025-06-01,100.0,34.9,0.132,1792
CI-0108,Voice/UCaaS,2025-07-01,99.84,37.5,0.152,1566
CI-0108,Voice/UCaaS,2025-08-01,99.593,29.7,0.219,1553
CI-0108,Voice/UCaaS,2025-09-01,99.487,42.2,0.393,1693
CI-0108,Voice/UCaaS,2025-10-01,99.517,41.0,0.212,1252
CI-0108,Voice/UCaaS,2025-11-01,99.802,36.2,0.589,1791
CI-0108,Voice/UCaaS,2025-12-01,99.813,37.0,0.225,1299
CI-0109,Data Center Net,2025-01-01,99.078,28.0,0.193,1078
CI-0109,Data Center Net,2025-02-01,99.437,33.0,0.168,1367
